Date,Tree,Species,Direction,Cover Class
26-May,216,Honeysuckle,N,0
26-May,216,Privot,N,0
26-May,216,Spicebush,N,0
26-May,216,Rubus,N,0
26-May,216,Mapleleaf viburnum,N,0
26-May,216,Buckthorn,S,0
26-May,216,Multiflora rose,S,1
26-May,216,Honeysuckle,S,0
26-May,216,Privot,S,0
26-May,216,Spicebush,S,0
26-May,216,Rubus,S,0
26-May,216,Mapleleaf viburnum,S,0
26-May,212,Buckthorn,N,0
26-May,212,Multiflora rose,N,1
26-May,212,Honeysuckle,N,0
26-May,212,Privot,N,0
26-May,212,Spicebush,N,1
26-May,212,Rubus,N,0
26-May,212,Mapleleaf viburnum,N,0
26-May,212,Buckthorn,S,1
26-May,212,Multiflora rose,S,1
26-May,212,Honeysuckle,S,0
26-May,212,Privot,S,0
26-May,212,Spicebush,S,0
26-May,212,Rubus,S,0
26-May,212,Mapleleaf viburnum,S,0
26-May,215,Buckthorn,N,1
26-May,215,Multiflora rose,N,1
26-May,215,Honeysuckle,N,0
26-May,215,Privot,N,0
26-May,215,Spicebush,N,0
26-May,215,Rubus,N,0
26-May,215,Mapleleaf viburnum,N,0
26-May,215,Buckthorn,S,0
26-May,215,Multiflora rose,S,1
26-May,215,Honeysuckle,S,0
26-May,215,Privot,S,0
26-May,215,Spicebush,S,0
26-May,215,Rubus,S,0
26-May,215,Mapleleaf viburnum,S,0
1-Jun,292,Buckthorn,N,0
1-Jun,292,Multiflora rose,N,0
1-Jun,292,Honeysuckle,N,0
1-Jun,292,Privot,N,0
1-Jun,292,Spicebush,N,0
1-Jun,292,Rubus,N,0
1-Jun,292,Mapleleaf viburnum,N,0
1-Jun,292,Buckthorn,S,1
1-Jun,292,Multiflora rose,S,0
1-Jun,292,Honeysuckle,S,0
1-Jun,292,Privot,S,0
1-Jun,292,Spicebush,S,0
1-Jun,292,Rubus,S,0
1-Jun,292,Mapleleaf viburnum,S,0
1-Jun,376,Buckthorn,N,2
1-Jun,376,Multiflora rose,N,4
1-Jun,376,Honeysuckle,N,0
1-Jun,376,Privot,N,0
1-Jun,376,Spicebush,N,0
1-Jun,376,Rubus,N,0
1-Jun,376,Mapleleaf viburnum,N,0
1-Jun,376,Buckthorn,S,1
1-Jun,376,Multiflora rose,S,3
1-Jun,376,Honeysuckle,S,0
1-Jun,376,Privot,S,0
1-Jun,376,Spicebush,S,0
1-Jun,376,Rubus,S,0
1-Jun,376,Mapleleaf viburnum,S,0
1-Jun,198,Buckthorn,N,1
1-Jun,198,Multiflora rose,N,1
1-Jun,198,Honeysuckle,N,0
1-Jun,198,Privot,N,1
1-Jun,198,Spicebush,N,0
1-Jun,198,Rubus,N,0
1-Jun,198,Mapleleaf viburnum,N,0
1-Jun,198,Buckthorn,S,1
1-Jun,198,Multiflora rose,S,1
1-Jun,198,Honeysuckle,S,0
1-Jun,198,Privot,S,0
1-Jun,198,Spicebush,S,0
1-Jun,198,Rubus,S,0
1-Jun,198,Mapleleaf viburnum,S,0
1-Jun,259,Buckthorn,N,0
1-Jun,259,Multiflora rose,N,5
1-Jun,259,Honeysuckle,N,0
1-Jun,259,Privot,N,0
1-Jun,259,Spicebush,N,0
1-Jun,259,Rubus,N,0
1-Jun,259,Mapleleaf viburnum,N,0
1-Jun,259,Buckthorn,S,1
1-Jun,259,Multiflora rose,S,6
1-Jun,259,Honeysuckle,S,0
1-Jun,259,Privot,S,0
1-Jun,259,Spicebush,S,0
1-Jun,259,Rubus,S,0
1-Jun,259,Mapleleaf viburnum,S,0
1-Jun,360,Buckthorn,N,0
1-Jun,360,Multiflora rose,N,0
1-Jun,360,Honeysuckle,N,0
1-Jun,360,Privot,N,0
1-Jun,360,Spicebush,N,0
1-Jun,360,Rubus,N,0
1-Jun,360,Mapleleaf viburnum,N,0
1-Jun,360,Buckthorn,S,0
1-Jun,360,Multiflora rose,S,0
1-Jun,360,Honeysuckle,S,0
1-Jun,360,Privot,S,0
1-Jun,360,Spicebush,S,1
1-Jun,360,Rubus,S,0
1-Jun,360,Mapleleaf viburnum,S,0
1-Jun,354,Buckthorn,N,2
1-Jun,354,Multiflora rose,N,0
1-Jun,354,Honeysuckle,N,0
1-Jun,354,Privot,N,0
1-Jun,354,Spicebush,N,0
1-Jun,354,Rubus,N,0
1-Jun,354,Mapleleaf viburnum,N,0
1-Jun,354,Buckthorn,S,2
1-Jun,354,Multiflora rose,S,2
1-Jun,354,Honeysuckle,S,0
1-Jun,354,Privot,S,1
1-Jun,354,Spicebush,S,0
1-Jun,354,Rubus,S,0
1-Jun,354,Mapleleaf viburnum,S,0
1-Jun,346,Buckthorn,N,1
1-Jun,346,Multiflora rose,N,1
1-Jun,346,Honeysuckle,N,0
1-Jun,346,Privot,N,0
1-Jun,346,Spicebush,N,0
1-Jun,346,Rubus,N,0
1-Jun,346,Mapleleaf viburnum,N,0
1-Jun,346,Buckthorn,S,1
1-Jun,346,Multiflora rose,S,1
1-Jun,346,Honeysuckle,S,0
1-Jun,346,Privot,S,1
1-Jun,346,Spicebush,S,0
1-Jun,346,Rubus,S,0
1-Jun,346,Mapleleaf viburnum,S,0
1-Jun,350,Buckthorn,N,1
1-Jun,350,Multiflora rose,N,0
1-Jun,350,Honeysuckle,N,0
1-Jun,350,Privot,N,0
1-Jun,350,Spicebush,N,0
1-Jun,350,Rubus,N,1
1-Jun,350,Mapleleaf viburnum,N,0
1-Jun,350,Buckthorn,S,1
1-Jun,350,Multiflora rose,S,0
1-Jun,350,Honeysuckle,S,1
1-Jun,350,Privot,S,1
1-Jun,350,Spicebush,S,0
1-Jun,350,Rubus,S,0
1-Jun,350,Mapleleaf viburnum,S,0
1-Jun,257,Buckthorn,N,0
1-Jun,257,Multiflora rose,N,1
1-Jun,257,Honeysuckle,N,0
1-Jun,257,Privot,N,0
1-Jun,257,Spicebush,N,0
1-Jun,257,Rubus,N,0
1-Jun,257,Mapleleaf viburnum,N,0
1-Jun,257,Buckthorn,S,1
1-Jun,257,Multiflora rose,S,1
1-Jun,257,Honeysuckle,S,0
1-Jun,257,Privot,S,0
1-Jun,257,Spicebush,S,0
1-Jun,257,Rubus,S,0
1-Jun,257,Mapleleaf viburnum,S,0
1-Jun,349,Buckthorn,N,1
1-Jun,349,Multiflora rose,N,2
1-Jun,349,Honeysuckle,N,0
1-Jun,349,Privot,N,0
1-Jun,349,Spicebush,N,0
1-Jun,349,Rubus,N,0
1-Jun,349,Mapleleaf viburnum,N,0
1-Jun,349,Buckthorn,S,1
1-Jun,349,Multiflora rose,S,1
1-Jun,349,Honeysuckle,S,0
1-Jun,349,Privot,S,0
1-Jun,349,Spicebush,S,0
1-Jun,349,Rubus,S,1
1-Jun,349,Mapleleaf viburnum,S,1
1-Jun,885,Buckthorn,N,0
1-Jun,885,Multiflora rose,N,0
1-Jun,885,Honeysuckle,N,0
1-Jun,885,Privot,N,0
1-Jun,885,Spicebush,N,0
1-Jun,885,Rubus,N,0
1-Jun,885,Mapleleaf viburnum,N,0
1-Jun,885,Buckthorn,S,0
1-Jun,885,Multiflora rose,S,1
1-Jun,885,Honeysuckle,S,2
1-Jun,885,Privot,S,0
1-Jun,885,Spicebush,S,0
1-Jun,885,Rubus,S,0
1-Jun,885,Mapleleaf viburnum,S,0
1-Jun,297,Buckthorn,N,1
1-Jun,297,Multiflora rose,N,0
1-Jun,297,Honeysuckle,N,0
1-Jun,297,Privot,N,0
1-Jun,297,Spicebush,N,0
1-Jun,297,Rubus,N,0
1-Jun,297,Mapleleaf viburnum,N,0
1-Jun,297,Buckthorn,S,2
1-Jun,297,Multiflora rose,S,0
1-Jun,297,Honeysuckle,S,0
1-Jun,297,Privot,S,0
1-Jun,297,Spicebush,S,0
1-Jun,297,Rubus,S,0
1-Jun,297,Mapleleaf viburnum,S,0
1-Jun,898,Buckthorn,N,2
1-Jun,898,Multiflora rose,N,0
1-Jun,898,Honeysuckle,N,0
1-Jun,898,Privot,N,1
1-Jun,898,Spicebush,N,0
1-Jun,898,Rubus,N,0
1-Jun,898,Mapleleaf viburnum,N,0
1-Jun,898,Buckthorn,S,0
1-Jun,898,Multiflora rose,S,1
1-Jun,898,Honeysuckle,S,0
1-Jun,898,Privot,S,0
1-Jun,898,Spicebush,S,0
1-Jun,898,Rubus,S,0
1-Jun,898,Mapleleaf viburnum,S,0
1-Jun,864,Buckthorn,N,1
1-Jun,864,Multiflora rose,N,0
1-Jun,864,Honeysuckle,N,0
1-Jun,864,Privot,N,0
1-Jun,864,Spicebush,N,0
1-Jun,864,Rubus,N,0
1-Jun,864,Mapleleaf viburnum,N,0
1-Jun,864,Buckthorn,S,1
1-Jun,864,Multiflora rose,S,1
1-Jun,864,Honeysuckle,S,0
1-Jun,864,Privot,S,0
1-Jun,864,Spicebush,S,0
1-Jun,864,Rubus,S,0
1-Jun,864,Mapleleaf viburnum,S,0
1-Jun,300,Buckthorn,N,0
1-Jun,300,Multiflora rose,N,4
1-Jun,300,Honeysuckle,N,0
1-Jun,300,Privot,N,1
1-Jun,300,Spicebush,N,0
1-Jun,300,Rubus,N,2
1-Jun,300,Mapleleaf viburnum,N,0
1-Jun,300,Buckthorn,S,1
1-Jun,300,Multiflora rose,S,2
1-Jun,300,Honeysuckle,S,0
1-Jun,300,Privot,S,0
1-Jun,300,Spicebush,S,0
1-Jun,300,Rubus,S,2
1-Jun,300,Mapleleaf viburnum,S,0
1-Jun,197,Buckthorn,N,0
1-Jun,197,Multiflora rose,N,0
1-Jun,197,Honeysuckle,N,0
1-Jun,197,Privot,N,0
1-Jun,197,Spicebush,N,0
1-Jun,197,Rubus,N,0
1-Jun,197,Mapleleaf viburnum,N,0
1-Jun,197,Buckthorn,S,1
1-Jun,197,Multiflora rose,S,1
1-Jun,197,Honeysuckle,S,0
1-Jun,197,Privot,S,0
1-Jun,197,Spicebush,S,0
1-Jun,197,Rubus,S,0
1-Jun,197,Mapleleaf viburnum,S,0
1-Jun,883,Buckthorn,N,1
1-Jun,883,Multiflora rose,N,2
1-Jun,883,Honeysuckle,N,0
1-Jun,883,Privot,N,0
1-Jun,883,Spicebush,N,0
1-Jun,883,Rubus,N,0
1-Jun,883,Mapleleaf viburnum,N,0
1-Jun,883,Buckthorn,S,0
1-Jun,883,Multiflora rose,S,0
1-Jun,883,Honeysuckle,S,1
1-Jun,883,Privot,S,0
1-Jun,883,Spicebush,S,0
1-Jun,883,Rubus,S,0
1-Jun,883,Mapleleaf viburnum,S,0
1-Jun,290,Buckthorn,N,0
1-Jun,290,Multiflora rose,N,0
1-Jun,290,Honeysuckle,N,0
1-Jun,290,Privot,N,0
1-Jun,290,Spicebush,N,0
1-Jun,290,Rubus,N,0
1-Jun,290,Mapleleaf viburnum,N,0
1-Jun,290,Buckthorn,S,1
1-Jun,290,Multiflora rose,S,0
1-Jun,290,Honeysuckle,S,0
1-Jun,290,Privot,S,0
1-Jun,290,Spicebush,S,0
1-Jun,290,Rubus,S,0
1-Jun,290,Mapleleaf viburnum,S,0
1-Jun,196,Buckthorn,N,0
1-Jun,196,Multiflora rose,N,0
1-Jun,196,Honeysuckle,N,0
1-Jun,196,Privot,N,0
1-Jun,196,Spicebush,N,0
1-Jun,196,Rubus,N,0
1-Jun,196,Mapleleaf viburnum,N,1
1-Jun,196,Buckthorn,S,0
1-Jun,196,Multiflora rose,S,0
1-Jun,196,Honeysuckle,S,0
1-Jun,196,Privot,S,0
1-Jun,196,Spicebush,S,0
1-Jun,196,Rubus,S,0
1-Jun,196,Mapleleaf viburnum,S,1
1-Jun,364,Buckthorn,N,0
1-Jun,364,Multiflora rose,N,0
1-Jun,364,Honeysuckle,N,0
1-Jun,364,Privot,N,0
1-Jun,364,Spicebush,N,0
1-Jun,364,Rubus,N,0
1-Jun,364,Mapleleaf viburnum,N,0
1-Jun,364,Buckthorn,S,1
1-Jun,364,Multiflora rose,S,0
1-Jun,364,Honeysuckle,S,0
1-Jun,364,Privot,S,0
1-Jun,364,Spicebush,S,0
1-Jun,364,Rubus,S,0
1-Jun,364,Mapleleaf viburnum,S,0
1-Jun,889,Buckthorn,N,1
1-Jun,889,Multiflora rose,N,0
1-Jun,889,Honeysuckle,N,0
1-Jun,889,Privot,N,0
1-Jun,889,Spicebush,N,0
1-Jun,889,Rubus,N,0
1-Jun,889,Mapleleaf viburnum,N,0
1-Jun,889,Buckthorn,S,0
1-Jun,889,Multiflora rose,S,0
1-Jun,889,Honeysuckle,S,0
1-Jun,889,Privot,S,0
1-Jun,889,Spicebush,S,0
1-Jun,889,Rubus,S,0
1-Jun,889,Mapleleaf viburnum,S,0
1-Jun,365,Buckthorn,N,1
1-Jun,365,Multiflora rose,N,1
1-Jun,365,Honeysuckle,N,0
1-Jun,365,Privot,N,0
1-Jun,365,Spicebush,N,0
1-Jun,365,Rubus,N,0
1-Jun,365,Mapleleaf viburnum,N,0
1-Jun,365,Buckthorn,S,1
1-Jun,365,Multiflora rose,S,0
1-Jun,365,Honeysuckle,S,0
1-Jun,365,Privot,S,0
1-Jun,365,Spicebush,S,0
1-Jun,365,Rubus,S,0
1-Jun,365,Mapleleaf viburnum,S,0
1-Jun,188,Buckthorn,N,1
1-Jun,188,Multiflora rose,N,0
1-Jun,188,Honeysuckle,N,0
1-Jun,188,Privot,N,0
1-Jun,188,Spicebush,N,0
1-Jun,188,Rubus,N,0
1-Jun,188,Mapleleaf viburnum,N,0
1-Jun,188,Buckthorn,S,0
1-Jun,188,Multiflora rose,S,1
1-Jun,188,Honeysuckle,S,0
1-Jun,188,Privot,S,0
1-Jun,188,Spicebush,S,0
1-Jun,188,Rubus,S,0
1-Jun,188,Mapleleaf viburnum,S,0
1-Jun,397,Buckthorn,N,0
1-Jun,397,Multiflora rose,N,0
1-Jun,397,Honeysuckle,N,0
1-Jun,397,Privot,N,0
1-Jun,397,Spicebush,N,0
1-Jun,397,Rubus,N,0
1-Jun,397,Mapleleaf viburnum,N,0
1-Jun,397,Buckthorn,S,0
1-Jun,397,Multiflora rose,S,0
1-Jun,397,Honeysuckle,S,0
1-Jun,397,Privot,S,0
1-Jun,397,Spicebush,S,0
1-Jun,397,Rubus,S,0
1-Jun,397,Mapleleaf viburnum,S,0
1-Jun,367,Buckthorn,N,1
1-Jun,367,Multiflora rose,N,0
1-Jun,367,Honeysuckle,N,0
1-Jun,367,Privot,N,0
1-Jun,367,Spicebush,N,0
1-Jun,367,Rubus,N,0
1-Jun,367,Mapleleaf viburnum,N,0
1-Jun,367,Buckthorn,S,1
1-Jun,367,Multiflora rose,S,0
1-Jun,367,Honeysuckle,S,0
1-Jun,367,Privot,S,0
1-Jun,367,Spicebush,S,0
1-Jun,367,Rubus,S,0
1-Jun,367,Mapleleaf viburnum,S,0
1-Jun,368,Buckthorn,N,1
1-Jun,368,Multiflora rose,N,1
1-Jun,368,Honeysuckle,N,0
1-Jun,368,Privot,N,0
1-Jun,368,Spicebush,N,0
1-Jun,368,Rubus,N,0
1-Jun,368,Mapleleaf viburnum,N,0
1-Jun,368,Buckthorn,S,1
1-Jun,368,Multiflora rose,S,1
1-Jun,368,Honeysuckle,S,0
1-Jun,368,Privot,S,0
1-Jun,368,Spicebush,S,0
1-Jun,368,Rubus,S,0
1-Jun,368,Mapleleaf viburnum,S,0
1-Jun,369,Buckthorn,N,0
1-Jun,369,Multiflora rose,N,0
1-Jun,369,Honeysuckle,N,0
1-Jun,369,Privot,N,0
1-Jun,369,Spicebush,N,0
1-Jun,369,Rubus,N,0
1-Jun,369,Mapleleaf viburnum,N,0
1-Jun,369,Buckthorn,S,0
1-Jun,369,Multiflora rose,S,0
1-Jun,369,Honeysuckle,S,0
1-Jun,369,Privot,S,0
1-Jun,369,Spicebush,S,0
1-Jun,369,Rubus,S,0
1-Jun,369,Mapleleaf viburnum,S,0
1-Jun,191,Buckthorn,N,0
1-Jun,191,Multiflora rose,N,0
1-Jun,191,Honeysuckle,N,0
1-Jun,191,Privot,N,0
1-Jun,191,Spicebush,N,0
1-Jun,191,Rubus,N,0
1-Jun,191,Mapleleaf viburnum,N,1
1-Jun,191,Buckthorn,S,0
1-Jun,191,Multiflora rose,S,0
1-Jun,191,Honeysuckle,S,0
1-Jun,191,Privot,S,0
1-Jun,191,Spicebush,S,0
1-Jun,191,Rubus,S,0
1-Jun,191,Mapleleaf viburnum,S,0
1-Jun,396,Buckthorn,N,1
1-Jun,396,Multiflora rose,N,2
1-Jun,396,Honeysuckle,N,0
1-Jun,396,Privot,N,0
1-Jun,396,Spicebush,N,1
1-Jun,396,Rubus,N,0
1-Jun,396,Mapleleaf viburnum,N,0
1-Jun,396,Buckthorn,S,1
1-Jun,396,Multiflora rose,S,2
1-Jun,396,Honeysuckle,S,0
1-Jun,396,Privot,S,0
1-Jun,396,Spicebush,S,0
1-Jun,396,Rubus,S,0
1-Jun,396,Mapleleaf viburnum,S,0
1-Jun,891,Buckthorn,N,1
1-Jun,891,Multiflora rose,N,0
1-Jun,891,Honeysuckle,N,0
1-Jun,891,Privot,N,0
1-Jun,891,Spicebush,N,1
1-Jun,891,Rubus,N,0
1-Jun,891,Mapleleaf viburnum,N,0
1-Jun,891,Buckthorn,S,1
1-Jun,891,Multiflora rose,S,2
1-Jun,891,Honeysuckle,S,0
1-Jun,891,Privot,S,0
1-Jun,891,Spicebush,S,0
1-Jun,891,Rubus,S,1
1-Jun,891,Mapleleaf viburnum,S,0
1-Jun,296,Buckthorn,N,1
1-Jun,296,Multiflora rose,N,0
1-Jun,296,Honeysuckle,N,0
1-Jun,296,Privot,N,0
1-Jun,296,Spicebush,N,0
1-Jun,296,Rubus,N,0
1-Jun,296,Mapleleaf viburnum,N,0
1-Jun,296,Buckthorn,S,0
1-Jun,296,Multiflora rose,S,1
1-Jun,296,Honeysuckle,S,0
1-Jun,296,Privot,S,0
1-Jun,296,Spicebush,S,0
1-Jun,296,Rubus,S,0
1-Jun,296,Mapleleaf viburnum,S,0
1-Jun,190,Buckthorn,N,0
1-Jun,190,Multiflora rose,N,0
1-Jun,190,Honeysuckle,N,0
1-Jun,190,Privot,N,0
1-Jun,190,Spicebush,N,0
1-Jun,190,Rubus,N,0
1-Jun,190,Mapleleaf viburnum,N,0
1-Jun,190,Buckthorn,S,0
1-Jun,190,Multiflora rose,S,0
1-Jun,190,Honeysuckle,S,0
1-Jun,190,Privot,S,0
1-Jun,190,Spicebush,S,0
1-Jun,190,Rubus,S,0
1-Jun,190,Mapleleaf viburnum,S,1
1-Jun,890,Buckthorn,N,1
1-Jun,890,Multiflora rose,N,0
1-Jun,890,Honeysuckle,N,0
1-Jun,890,Privot,N,0
1-Jun,890,Spicebush,N,0
1-Jun,890,Rubus,N,0
1-Jun,890,Mapleleaf viburnum,N,0
1-Jun,890,Buckthorn,S,1
1-Jun,890,Multiflora rose,S,0
1-Jun,890,Honeysuckle,S,0
1-Jun,890,Privot,S,0
1-Jun,890,Spicebush,S,0
1-Jun,890,Rubus,S,1
1-Jun,890,Mapleleaf viburnum,S,0
1-Jun,262,Buckthorn,N,0
1-Jun,262,Multiflora rose,N,0
1-Jun,262,Honeysuckle,N,0
1-Jun,262,Privot,N,0
1-Jun,262,Spicebush,N,0
1-Jun,262,Rubus,N,0
1-Jun,262,Mapleleaf viburnum,N,0
1-Jun,262,Buckthorn,S,0
1-Jun,262,Multiflora rose,S,0
1-Jun,262,Honeysuckle,S,0
1-Jun,262,Privot,S,0
1-Jun,262,Spicebush,S,0
1-Jun,262,Rubus,S,0
1-Jun,262,Mapleleaf viburnum,S,0
1-Jun,256,Buckthorn,N,0
1-Jun,256,Multiflora rose,N,0
1-Jun,256,Honeysuckle,N,0
1-Jun,256,Privot,N,0
1-Jun,256,Spicebush,N,0
1-Jun,256,Rubus,N,0
1-Jun,256,Mapleleaf viburnum,N,0
1-Jun,256,Buckthorn,S,1
1-Jun,256,Multiflora rose,S,0
1-Jun,256,Honeysuckle,S,0
1-Jun,256,Privot,S,0
1-Jun,256,Spicebush,S,0
1-Jun,256,Rubus,S,0
1-Jun,256,Mapleleaf viburnum,S,0
1-Jun,406,Buckthorn,N,0
1-Jun,406,Multiflora rose,N,0
1-Jun,406,Honeysuckle,N,0
1-Jun,406,Privot,N,0
1-Jun,406,Spicebush,N,0
1-Jun,406,Rubus,N,0
1-Jun,406,Mapleleaf viburnum,N,0
1-Jun,406,Buckthorn,S,0
1-Jun,406,Multiflora rose,S,0
1-Jun,406,Honeysuckle,S,0
1-Jun,406,Privot,S,0
1-Jun,406,Spicebush,S,1
1-Jun,406,Rubus,S,0
1-Jun,406,Mapleleaf viburnum,S,1
1-Jun,405,Buckthorn,N,1
1-Jun,405,Multiflora rose,N,0
1-Jun,405,Honeysuckle,N,0
1-Jun,405,Privot,N,0
1-Jun,405,Spicebush,N,1
1-Jun,405,Rubus,N,0
1-Jun,405,Mapleleaf viburnum,N,0
1-Jun,405,Buckthorn,S,0
1-Jun,405,Multiflora rose,S,0
1-Jun,405,Honeysuckle,S,0
1-Jun,405,Privot,S,0
1-Jun,405,Spicebush,S,0
1-Jun,405,Rubus,S,0
1-Jun,405,Mapleleaf viburnum,S,0
1-Jun,886,Buckthorn,N,0
1-Jun,886,Multiflora rose,N,0
1-Jun,886,Honeysuckle,N,0
1-Jun,886,Privot,N,0
1-Jun,886,Spicebush,N,0
1-Jun,886,Rubus,N,0
1-Jun,886,Mapleleaf viburnum,N,1
1-Jun,886,Buckthorn,S,1
1-Jun,886,Multiflora rose,S,0
1-Jun,886,Honeysuckle,S,0
1-Jun,886,Privot,S,0
1-Jun,886,Spicebush,S,0
1-Jun,886,Rubus,S,0
1-Jun,886,Mapleleaf viburnum,S,0
1-Jun,412,Buckthorn,N,1
1-Jun,412,Multiflora rose,N,1
1-Jun,412,Honeysuckle,N,0
1-Jun,412,Privot,N,0
1-Jun,412,Spicebush,N,1
1-Jun,412,Rubus,N,0
1-Jun,412,Mapleleaf viburnum,N,0
1-Jun,412,Buckthorn,S,0
1-Jun,412,Multiflora rose,S,0
1-Jun,412,Honeysuckle,S,0
1-Jun,412,Privot,S,0
1-Jun,412,Spicebush,S,0
1-Jun,412,Rubus,S,0
1-Jun,412,Mapleleaf viburnum,S,0
1-Jun,401,Buckthorn,N,0
1-Jun,401,Multiflora rose,N,0
1-Jun,401,Honeysuckle,N,0
1-Jun,401,Privot,N,0
1-Jun,401,Spicebush,N,0
1-Jun,401,Rubus,N,0
1-Jun,401,Mapleleaf viburnum,N,0
1-Jun,401,Buckthorn,S,0
1-Jun,401,Multiflora rose,S,0
1-Jun,401,Honeysuckle,S,0
1-Jun,401,Privot,S,0
1-Jun,401,Spicebush,S,0
1-Jun,401,Rubus,S,0
1-Jun,401,Mapleleaf viburnum,S,0
1-Jun,266,Buckthorn,N,1
1-Jun,266,Multiflora rose,N,0
1-Jun,266,Honeysuckle,N,0
1-Jun,266,Privot,N,0
1-Jun,266,Spicebush,N,0
1-Jun,266,Rubus,N,0
1-Jun,266,Mapleleaf viburnum,N,0
1-Jun,266,Buckthorn,S,0
1-Jun,266,Multiflora rose,S,0
1-Jun,266,Honeysuckle,S,0
1-Jun,266,Privot,S,0
1-Jun,266,Spicebush,S,0
1-Jun,266,Rubus,S,0
1-Jun,266,Mapleleaf viburnum,S,0
1-Jun,263,Buckthorn,N,0
1-Jun,263,Multiflora rose,N,0
1-Jun,263,Honeysuckle,N,0
1-Jun,263,Privot,N,0
1-Jun,263,Spicebush,N,0
1-Jun,263,Rubus,N,0
1-Jun,263,Mapleleaf viburnum,N,0
1-Jun,263,Buckthorn,S,1
1-Jun,263,Multiflora rose,S,0
1-Jun,263,Honeysuckle,S,0
1-Jun,263,Privot,S,0
1-Jun,263,Spicebush,S,0
1-Jun,263,Rubus,S,0
1-Jun,263,Mapleleaf viburnum,S,0
1-Jun,404,Buckthorn,N,0
1-Jun,404,Multiflora rose,N,1
1-Jun,404,Honeysuckle,N,0
1-Jun,404,Privot,N,0
1-Jun,404,Spicebush,N,0
1-Jun,404,Rubus,N,0
1-Jun,404,Mapleleaf viburnum,N,0
1-Jun,404,Buckthorn,S,0
1-Jun,404,Multiflora rose,S,1
1-Jun,404,Honeysuckle,S,0
1-Jun,404,Privot,S,0
1-Jun,404,Spicebush,S,0
1-Jun,404,Rubus,S,0
1-Jun,404,Mapleleaf viburnum,S,0
1-Jun,410,Buckthorn,N,0
1-Jun,410,Multiflora rose,N,2
1-Jun,410,Honeysuckle,N,0
1-Jun,410,Privot,N,0
1-Jun,410,Spicebush,N,1
1-Jun,410,Rubus,N,0
1-Jun,410,Mapleleaf viburnum,N,1
1-Jun,410,Buckthorn,S,0
1-Jun,410,Multiflora rose,S,0
1-Jun,410,Honeysuckle,S,0
1-Jun,410,Privot,S,0
1-Jun,410,Spicebush,S,1
1-Jun,410,Rubus,S,0
1-Jun,410,Mapleleaf viburnum,S,0
1-Jun,269,Buckthorn,N,0
1-Jun,269,Multiflora rose,N,0
1-Jun,269,Honeysuckle,N,0
1-Jun,269,Privot,N,0
1-Jun,269,Spicebush,N,1
1-Jun,269,Rubus,N,0
1-Jun,269,Mapleleaf viburnum,N,1
1-Jun,269,Buckthorn,S,0
1-Jun,269,Multiflora rose,S,1
1-Jun,269,Honeysuckle,S,0
1-Jun,269,Privot,S,0
1-Jun,269,Spicebush,S,1
1-Jun,269,Rubus,S,1
1-Jun,269,Mapleleaf viburnum,S,0
1-Jun,264,Buckthorn,N,0
1-Jun,264,Multiflora rose,N,0
1-Jun,264,Honeysuckle,N,0
1-Jun,264,Privot,N,0
1-Jun,264,Spicebush,N,0
1-Jun,264,Rubus,N,1
1-Jun,264,Mapleleaf viburnum,N,0
1-Jun,264,Buckthorn,S,1
1-Jun,264,Multiflora rose,S,0
1-Jun,264,Honeysuckle,S,0
1-Jun,264,Privot,S,0
1-Jun,264,Spicebush,S,0
1-Jun,264,Rubus,S,0
1-Jun,264,Mapleleaf viburnum,S,0
1-Jun,265,Buckthorn,N,1
1-Jun,265,Multiflora rose,N,0
1-Jun,265,Honeysuckle,N,0
1-Jun,265,Privot,N,0
1-Jun,265,Spicebush,N,0
1-Jun,265,Rubus,N,0
1-Jun,265,Mapleleaf viburnum,N,0
1-Jun,265,Buckthorn,S,0
1-Jun,265,Multiflora rose,S,0
1-Jun,265,Honeysuckle,S,0
1-Jun,265,Privot,S,0
1-Jun,265,Spicebush,S,0
1-Jun,265,Rubus,S,0
1-Jun,265,Mapleleaf viburnum,S,0
1-Jun,411,Buckthorn,N,1
1-Jun,411,Multiflora rose,N,0
1-Jun,411,Honeysuckle,N,0
1-Jun,411,Privot,N,0
1-Jun,411,Spicebush,N,0
1-Jun,411,Rubus,N,0
1-Jun,411,Mapleleaf viburnum,N,0
1-Jun,411,Buckthorn,S,0
1-Jun,411,Multiflora rose,S,0
1-Jun,411,Honeysuckle,S,0
1-Jun,411,Privot,S,0
1-Jun,411,Spicebush,S,0
1-Jun,411,Rubus,S,0
1-Jun,411,Mapleleaf viburnum,S,0
1-Jun,408,Buckthorn,N,0
1-Jun,408,Multiflora rose,N,1
1-Jun,408,Honeysuckle,N,0
1-Jun,408,Privot,N,0
1-Jun,408,Spicebush,N,1
1-Jun,408,Rubus,N,0
1-Jun,408,Mapleleaf viburnum,N,0
1-Jun,408,Buckthorn,S,0
1-Jun,408,Multiflora rose,S,2
1-Jun,408,Honeysuckle,S,0
1-Jun,408,Privot,S,0
1-Jun,408,Spicebush,S,0
1-Jun,408,Rubus,S,0
1-Jun,408,Mapleleaf viburnum,S,1
1-Jun,200,Buckthorn,N,0
1-Jun,200,Multiflora rose,N,0
1-Jun,200,Honeysuckle,N,0
1-Jun,200,Privot,N,0
1-Jun,200,Spicebush,N,1
1-Jun,200,Rubus,N,0
1-Jun,200,Mapleleaf viburnum,N,0
1-Jun,200,Buckthorn,S,0
