Tree,Species,Direction,Cover.Class,Notes
343,Multiflora rose,S,0,
343,Honeysuckle,S,0,
343,Privot,S,0,
343,Spicebush,S,0,
343,Rubus,S,1,
343,Mapleleaf Viburnum,S,0,
252,Buckthorn,N,1,
252,Multiflora rose,N,1,
252,Honeysuckle,N,0,
252,Privot,N,0,
252,Spicebush,N,0,
252,Rubus,N,1,
252,Mapleleaf Viburnum,N,0,
252,Buckthorn,S,1,
252,Multiflora rose,S,0,
252,Honeysuckle,S,1,
252,Privot,S,0,
252,Spicebush,S,0,
252,Rubus,S,0,
252,Mapleleaf Viburnum,S,1,
289,Buckthorn,N,0,
289,Multiflora rose,N,0,
289,Honeysuckle,N,0,
289,Privot,N,0,
289,Spicebush,N,0,
289,Rubus,N,1,
289,Mapleleaf Viburnum,N,0,
289,Buckthorn,S,0,
289,Multiflora rose,S,0,
289,Honeysuckle,S,0,
289,Privot,S,0,
289,Spicebush,S,0,
289,Rubus,S,0,
289,Mapleleaf Viburnum,S,0,
353,Buckthorn,N,1,
353,Multiflora rose,N,1,
353,Honeysuckle,N,0,
353,Privot,N,0,
353,Spicebush,N,0,
353,Rubus,N,1,
353,Mapleleaf Viburnum,N,0,
353,Buckthorn,S,1,
353,Multiflora rose,S,0,
353,Honeysuckle,S,0,
353,Privot,S,0,
353,Spicebush,S,0,
353,Rubus,S,1,
353,Mapleleaf Viburnum,S,1,
272,Buckthorn,N,1,
272,Multiflora rose,N,1,
272,Honeysuckle,N,1,
272,Privot,N,0,
272,Spicebush,N,0,
272,Rubus,N,1,
272,Mapleleaf Viburnum,N,1,
272,Buckthorn,S,2,
272,Multiflora rose,S,2,
272,Honeysuckle,S,0,
272,Privot,S,0,
272,Spicebush,S,0,
272,Rubus,S,1,
272,Mapleleaf Viburnum,S,0,
352,Buckthorn,N,1,
352,Multiflora rose,N,1,
352,Honeysuckle,N,0,
352,Privot,N,0,
352,Spicebush,N,0,
352,Rubus,N,0,
352,Mapleleaf Viburnum,N,0,
352,Buckthorn,S,1,
352,Multiflora rose,S,1,
352,Honeysuckle,S,0,
352,Privot,S,0,
352,Spicebush,S,0,
352,Rubus,S,0,
352,Mapleleaf Viburnum,S,0,
361,Buckthorn,N,1,
361,Multiflora rose,N,3,
361,Honeysuckle,N,0,
361,Privot,N,0,
361,Spicebush,N,0,
361,Rubus,N,0,
361,Mapleleaf Viburnum,N,0,
361,Buckthorn,S,1,
361,Multiflora rose,S,3,
361,Honeysuckle,S,1,
361,Privot,S,0,
361,Spicebush,S,0,
361,Rubus,S,0,
361,Mapleleaf Viburnum,S,0,
347,Buckthorn,N,1,
347,Multiflora rose,N,0,
347,Honeysuckle,N,0,
347,Privot,N,1,
347,Spicebush,N,0,
347,Rubus,N,0,
347,Mapleleaf Viburnum,N,0,
347,Buckthorn,S,1,
347,Multiflora rose,S,0,
347,Honeysuckle,S,0,
347,Privot,S,0,
347,Spicebush,S,0,
347,Rubus,S,0,
347,Mapleleaf Viburnum,S,0,
400,Buckthorn,N,1,
400,Multiflora rose,N,0,
400,Honeysuckle,N,0,
400,Privot,N,1,
400,Spicebush,N,0,
400,Rubus,N,0,
400,Mapleleaf Viburnum,N,0,
400,Buckthorn,S,1,
400,Multiflora rose,S,1,
400,Honeysuckle,S,0,
400,Privot,S,0,
400,Spicebush,S,0,
400,Rubus,S,0,
400,Mapleleaf Viburnum,S,0,
351,Buckthorn,N,1,
351,Multiflora rose,N,1,
351,Honeysuckle,N,0,
351,Privot,N,0,
351,Spicebush,N,0,
351,Rubus,N,0,
351,Mapleleaf Viburnum,N,0,
351,Buckthorn,S,1,
351,Multiflora rose,S,1,
351,Honeysuckle,S,1,
351,Privot,S,0,
351,Spicebush,S,0,
351,Rubus,S,0,
351,Mapleleaf Viburnum,S,0,
399,Buckthorn,N,2,
399,Multiflora rose,N,0,
399,Honeysuckle,N,0,
399,Privot,N,0,
399,Spicebush,N,0,
399,Rubus,N,0,
399,Mapleleaf Viburnum,N,0,
399,Buckthorn,S,1,
399,Multiflora rose,S,0,
399,Honeysuckle,S,0,
399,Privot,S,0,
399,Spicebush,S,0,
399,Rubus,S,0,
399,Mapleleaf Viburnum,S,0,
348,Buckthorn,N,1,
348,Multiflora rose,N,0,
348,Honeysuckle,N,1,
348,Privot,N,0,
348,Spicebush,N,0,
348,Rubus,N,0,
348,Mapleleaf Viburnum,N,0,
348,Buckthorn,S,1,
348,Multiflora rose,S,1,
348,Honeysuckle,S,0,
348,Privot,S,1,
348,Spicebush,S,0,
348,Rubus,S,0,
348,Mapleleaf Viburnum,S,0,
253,Buckthorn,N,1,
253,Multiflora rose,N,3,
253,Honeysuckle,N,0,
253,Privot,N,1,
253,Spicebush,N,0,
253,Rubus,N,0,
253,Mapleleaf Viburnum,N,0,
253,Buckthorn,S,1,
253,Multiflora rose,S,1,
253,Honeysuckle,S,1,
253,Privot,S,1,
253,Spicebush,S,0,
253,Rubus,S,0,
253,Mapleleaf Viburnum,S,0,
899,Buckthorn,N,1,
899,Multiflora rose,N,0,
899,Honeysuckle,N,0,
899,Privot,N,0,
899,Spicebush,N,0,
899,Rubus,N,0,
899,Mapleleaf Viburnum,N,1,
899,Buckthorn,S,2,
899,Multiflora rose,S,0,
899,Honeysuckle,S,0,
899,Privot,S,1,
899,Spicebush,S,0,
899,Rubus,S,0,
899,Mapleleaf Viburnum,S,0,
371,Buckthorn,N,2,
371,Multiflora rose,N,0,
371,Honeysuckle,N,1,
371,Privot,N,0,
371,Spicebush,N,0,
371,Rubus,N,0,
371,Mapleleaf Viburnum,N,0,
371,Buckthorn,S,1,
371,Multiflora rose,S,1,
371,Honeysuckle,S,1,
371,Privot,S,0,
371,Spicebush,S,0,
371,Rubus,S,0,
371,Mapleleaf Viburnum,S,1,
893,Buckthorn,N,1,
893,Multiflora rose,N,2,
893,Honeysuckle,N,9,
893,Privot,N,0,
893,Spicebush,N,0,
893,Rubus,N,0,
893,Mapleleaf Viburnum,N,0,
893,Buckthorn,S,1,
893,Multiflora rose,S,2,
893,Honeysuckle,S,0,
893,Privot,S,0,
893,Spicebush,S,0,
893,Rubus,S,0,
893,Mapleleaf Viburnum,S,1,
892,Buckthorn,N,1,
892,Multiflora rose,N,1,
892,Honeysuckle,N,0,
892,Privot,N,1,
892,Spicebush,N,0,
892,Rubus,N,0,
892,Mapleleaf Viburnum,N,1,
892,Buckthorn,S,1,
892,Multiflora rose,S,2,
892,Honeysuckle,S,0,
892,Privot,S,1,
892,Spicebush,S,0,
892,Rubus,S,0,
892,Mapleleaf Viburnum,S,0,
293,Buckthorn,N,1,
293,Multiflora rose,N,0,
293,Honeysuckle,N,0,
293,Privot,N,0,
293,Spicebush,N,0,
293,Rubus,N,1,
293,Mapleleaf Viburnum,N,0,
293,Buckthorn,S,0,
293,Multiflora rose,S,0,
293,Honeysuckle,S,0,
293,Privot,S,0,
293,Spicebush,S,0,
293,Rubus,S,0,
293,Mapleleaf Viburnum,S,0,
299,Buckthorn,N,1,
299,Multiflora rose,N,3,
299,Honeysuckle,N,0,
299,Privot,N,1,
299,Spicebush,N,0,
299,Rubus,N,1,
299,Mapleleaf Viburnum,N,0,
299,Buckthorn,S,1,
299,Multiflora rose,S,1,
299,Honeysuckle,S,0,
299,Privot,S,0,
299,Spicebush,S,0,
299,Rubus,S,1,
299,Mapleleaf Viburnum,S,0,
346,Buckthorn,N,1,
346,Multiflora rose,N,0,
346,Honeysuckle,N,0,
346,Privot,N,1,
346,Spicebush,N,0,
346,Rubus,N,0,
346,Mapleleaf Viburnum,N,0,
346,Buckthorn,S,1,
346,Multiflora rose,S,1,
346,Honeysuckle,S,0,
346,Privot,S,1,
346,Spicebush,S,0,
346,Rubus,S,0,
346,Mapleleaf Viburnum,S,0,
350,Buckthorn,N,1,
350,Multiflora rose,N,0,
350,Honeysuckle,N,0,
350,Privot,N,0,
350,Spicebush,N,0,
350,Rubus,N,1,
350,Mapleleaf Viburnum,N,0,
350,Buckthorn,S,1,
350,Multiflora rose,S,1,
350,Honeysuckle,S,1,
350,Privot,S,0,
350,Spicebush,S,0,
350,Rubus,S,0,
350,Mapleleaf Viburnum,S,0,
259,Buckthorn,N,1,
259,Multiflora rose,N,5,
259,Honeysuckle,N,2,
259,Privot,N,0,
259,Spicebush,N,0,
259,Rubus,N,0,
259,Mapleleaf Viburnum,N,0,
259,Buckthorn,S,1,
259,Multiflora rose,S,4,
259,Honeysuckle,S,2,
259,Privot,S,0,
259,Spicebush,S,0,
259,Rubus,S,0,
259,Mapleleaf Viburnum,S,0,
354,Buckthorn,N,1,
354,Multiflora rose,N,1,
354,Honeysuckle,N,0,
354,Privot,N,1,
354,Spicebush,N,0,
354,Rubus,N,0,
354,Mapleleaf Viburnum,N,1,
354,Buckthorn,S,1,
354,Multiflora rose,S,2,
354,Honeysuckle,S,1,
354,Privot,S,1,
354,Spicebush,S,0,
354,Rubus,S,0,
354,Mapleleaf Viburnum,S,1,
257,Buckthorn,N,0,
257,Multiflora rose,N,1,
257,Honeysuckle,N,0,
257,Privot,N,0,
257,Spicebush,N,0,
257,Rubus,N,0,
257,Mapleleaf Viburnum,N,0,
257,Buckthorn,S,1,
257,Multiflora rose,S,1,
257,Honeysuckle,S,0,
257,Privot,S,0,
257,Spicebush,S,0,
257,Rubus,S,0,
257,Mapleleaf Viburnum,S,0,
198,Buckthorn,N,1,
198,Multiflora rose,N,0,
198,Honeysuckle,N,1,
198,Privot,N,1,
198,Spicebush,N,0,
198,Rubus,N,0,
198,Mapleleaf Viburnum,N,0,
198,Buckthorn,S,1,
198,Multiflora rose,S,2,
198,Honeysuckle,S,0,
198,Privot,S,0,
198,Spicebush,S,0,
198,Rubus,S,0,
198,Mapleleaf Viburnum,S,0,
292,Buckthorn,N,0,
292,Multiflora rose,N,0,
292,Honeysuckle,N,0,
292,Privot,N,0,
292,Spicebush,N,0,
292,Rubus,N,0,
292,Mapleleaf Viburnum,N,0,
292,Buckthorn,S,0,
292,Multiflora rose,S,0,
292,Honeysuckle,S,0,
292,Privot,S,0,
292,Spicebush,S,0,
292,Rubus,S,0,
292,Mapleleaf Viburnum,S,0,
560,Buckthorn,N,0,
560,Multiflora rose,N,0,
560,Honeysuckle,N,0,
560,Privot,N,0,
560,Spicebush,N,0,
560,Rubus,N,0,
560,Mapleleaf Viburnum,N,1,
560,Buckthorn,S,1,
560,Multiflora rose,S,0,
560,Honeysuckle,S,0,
560,Privot,S,0,
560,Spicebush,S,0,
560,Rubus,S,0,
560,Mapleleaf Viburnum,S,0,
376,Buckthorn,N,1,
376,Multiflora rose,N,2,
376,Honeysuckle,N,0,
376,Privot,N,0,
376,Spicebush,N,0,
376,Rubus,N,1,
376,Mapleleaf Viburnum,N,0,
376,Buckthorn,S,1,
376,Multiflora rose,S,2,
376,Honeysuckle,S,0,
376,Privot,S,0,
376,Spicebush,S,0,
376,Rubus,S,0,
376,Mapleleaf Viburnum,S,0,
290,Buckthorn,N,0,
290,Multiflora rose,N,0,
290,Honeysuckle,N,0,
290,Privot,N,0,
290,Spicebush,N,0,
290,Rubus,N,0,
290,Mapleleaf Viburnum,N,0,
290,Buckthorn,S,0,
290,Multiflora rose,S,0,
290,Honeysuckle,S,0,
290,Privot,S,0,
290,Spicebush,S,0,
290,Rubus,S,0,
290,Mapleleaf Viburnum,S,0,
883,Buckthorn,N,1,
883,Multiflora rose,N,0,
883,Honeysuckle,N,0,
883,Privot,N,0,
883,Spicebush,N,0,
883,Rubus,N,0,
883,Mapleleaf Viburnum,N,0,
883,Buckthorn,S,0,
883,Multiflora rose,S,1,
883,Honeysuckle,S,0,
883,Privot,S,0,
883,Spicebush,S,0,
883,Rubus,S,0,
883,Mapleleaf Viburnum,S,0,
358,Buckthorn,N,1,
358,Multiflora rose,N,3,
358,Honeysuckle,N,1,
358,Privot,N,0,
358,Spicebush,N,0,
358,Rubus,N,1,
358,Mapleleaf Viburnum,N,0,
358,Buckthorn,S,1,
358,Multiflora rose,S,3,
358,Honeysuckle,S,0,
358,Privot,S,0,
358,Spicebush,S,0,
358,Rubus,S,1,
358,Mapleleaf Viburnum,S,1,
300,Buckthorn,N,1,
300,Multiflora rose,N,2,
300,Honeysuckle,N,0,
300,Privot,N,1,
300,Spicebush,N,0,
300,Rubus,N,1,
300,Mapleleaf Viburnum,N,0,
300,Buckthorn,S,1,
300,Multiflora rose,S,3,
300,Honeysuckle,S,0,
300,Privot,S,1,
300,Spicebush,S,0,
300,Rubus,S,1,
300,Mapleleaf Viburnum,S,0,
197,Buckthorn,N,1,
197,Multiflora rose,N,0,
197,Honeysuckle,N,0,
197,Privot,N,1,
197,Spicebush,N,0,
197,Rubus,N,0,
197,Mapleleaf Viburnum,N,0,
197,Buckthorn,S,1,
197,Multiflora rose,S,0,
197,Honeysuckle,S,0,
197,Privot,S,0,
197,Spicebush,S,0,
197,Rubus,S,0,
197,Mapleleaf Viburnum,S,0,
297,Buckthorn,N,1,
297,Multiflora rose,N,0,
297,Honeysuckle,N,0,
297,Privot,N,0,
297,Spicebush,N,0,
297,Rubus,N,0,
297,Mapleleaf Viburnum,N,0,
297,Buckthorn,S,1,
297,Multiflora rose,S,0,
297,Honeysuckle,S,0,
297,Privot,S,0,
297,Spicebush,S,0,
297,Rubus,S,0,
297,Mapleleaf Viburnum,S,0,
864,Buckthorn,N,1,
864,Multiflora rose,N,1,
864,Honeysuckle,N,0,
864,Privot,N,0,
864,Spicebush,N,0,
864,Rubus,N,0,
864,Mapleleaf Viburnum,N,0,
864,Buckthorn,S,1,
864,Multiflora rose,S,0,
864,Honeysuckle,S,0,
864,Privot,S,0,
864,Spicebush,S,0,
864,Rubus,S,0,
864,Mapleleaf Viburnum,S,0,
885,Buckthorn,N,0,
885,Multiflora rose,N,0,
885,Honeysuckle,N,0,
885,Privot,N,0,
885,Spicebush,N,0,
885,Rubus,N,0,
885,Mapleleaf Viburnum,N,0,
885,Buckthorn,S,0,
885,Multiflora rose,S,0,
885,Honeysuckle,S,0,
885,Privot,S,0,
885,Spicebush,S,0,
885,Rubus,S,0,
885,Mapleleaf Viburnum,S,0,
898,Buckthorn,N,0,
898,Multiflora rose,N,1,
898,Honeysuckle,N,0,
898,Privot,N,0,
898,Spicebush,N,0,
898,Rubus,N,0,
898,Mapleleaf Viburnum,N,0,
898,Buckthorn,S,1,
898,Multiflora rose,S,0,
898,Honeysuckle,S,0,
898,Privot,S,1,
898,Spicebush,S,0,
898,Rubus,S,0,
898,Mapleleaf Viburnum,S,0,
187,Buckthorn,N,1,
187,Multiflora rose,N,1,
187,Honeysuckle,N,0,
187,Privot,N,0,
187,Spicebush,N,0,
187,Rubus,N,0,
187,Mapleleaf Viburnum,N,0,
187,Buckthorn,S,0,
187,Multiflora rose,S,1,
187,Honeysuckle,S,0,
187,Privot,S,0,
187,Spicebush,S,0,
187,Rubus,S,0,
187,Mapleleaf Viburnum,S,0,
409,Buckthorn,N,0,
409,Multiflora rose,N,0,
409,Honeysuckle,N,0,
409,Privot,N,0,
409,Spicebush,N,0,
409,Rubus,N,0,
409,Mapleleaf Viburnum,N,0,
409,Buckthorn,S,0,
409,Multiflora rose,S,0,
409,Honeysuckle,S,0,
409,Privot,S,0,
409,Spicebush,S,0,
409,Rubus,S,0,
409,Mapleleaf Viburnum,S,0,
