Tree,Direction,Species,Cover Class
27,N,Privet,1
27,N,Lonicera,1
27,N,Rubus,1
27,N,Lindera,1
27,S,Buckthorn,1
27,S,Rose,1
27,S,Rubus,1
35,N,Rubus,1
35,S,Lonicera,1
35,S,Rubus,1
25,N,Rose,1
25,N,Rubus,1
25,S,Rose,1
25,S,Rubus,1
25,S,Maple Vib,1
59,N,Buckthorn,1
59,N,Rose,1
59,S,Rose,1
59,S,Privet,1
59,S,Rubus,1
59,S,Lindera,1
59,S,Maple Vib,1
193,N,Rose,1
193,S,Buckthorn,1
193,S,Rose,1
193,S,Lonicera,1
193,S,Rubus,1
172,N,Rubus,1
172,S,Buckthorn,1
391,N,Rose,1
391,N,Lonicera,1
391,S,Rose,1
391,S,Rubus,1
10,N,Buckthorn,1
10,N,Rose,1
10,S,Buckthorn,1
10,S,Rose,1
10,S,Lindera,1
6,N,Buckthorn,1
6,N,Rose,1
6,S,Buckthorn,1
6,S,Rose,1
6,S,Lindera,1
11,N,Buckthorn,1
11,S,Buckthorn,1
11,S,Rubus,1
4,N,Buckthorn,1
4,N,Rose,1
4,N,Lindera,1
167,N,Buckthorn,1
167,N,Lindera,1
5,N,Buckthorn,1
5,S,Buckthorn,1
13,N,Buckthorn,1
13,N,Rose,1
13,N,Lindera,1
13,S,Buckthorn,1
13,S,Lindera,1
8,N,Buckthorn,1
8,N,Rose,1
8,N,Lindera,1
8,S,Buckthorn,1
16,N,Buckthorn,1
16,N,Rose,1
16,N,Lonicera,1
16,N,Lindera,1
16,S,Buckthorn,1
16,S,Lindera,1
15,N,Buckthorn,1
15,N,Privet,1
15,S,Buckthorn,1
15,S,Lindera,1
15,S,Maple Vib,1
19,N,Rose,1
19,N,Rubus,1
19,N,Lindera,1
19,S,Buckthorn,1
19,S,Lindera,1
20,N,Buckthorn,1
20,S,Buckthorn,1
20,S,Rose,1
20,S,Lindera,1
145,N,Buckthorn,1
145,S,Buckthorn,1
145,S,Lindera,1
18,N,Buckthorn,1
18,N,Privet,1
18,S,Buckthorn,1
18,S,Privet,1
18,S,Lonicera,1
173,N,Privet,1
173,S,Buckthorn,1
173,S,Lonicera,1
149,N,Buckthorn,1
149,N,Rubus,1
149,N,Lindera,1
149,S,Rubus,1
149,S,Lindera,1
150,S,Buckthorn,1
150,S,Rubus,1
150,S,Lindera,1
146,N,Buckthorn,1
146,N,Rubus,1
146,N,Lindera,1
146,S,Buckthorn,1
146,S,Lonicera,1
146,S,Lindera,1
153,N,Rubus,1
153,N,Lindera,1
153,S,Buckthorn,1
153,S,Rubus,1
153,S,Lindera,1
153,S,Maple Vib,1
147,N,Buckthorn,1
147,N,Rose,1
147,N,Lonicera,1
147,N,Rubus,1
147,S,Buckthorn,1
147,S,Rose,1
147,S,Lonicera,1
147,S,Rubus,1
147,S,Lindera,1
148,N,Buckthorn,1
148,N,Lonicera,1
148,N,Rubus,1
148,S,Buckthorn,1
148,S,Rose,1
148,S,Rubus,1
148,S,Lindera,1
148,S,Maple Vib,1
63,N,Buckthorn,1
63,N,Rose,1
63,N,Lonicera,1
63,S,Buckthorn,1
63,S,Rose,1
63,S,Lonicera,1
152,N,Buckthorn,1
152,N,Rose,1
152,N,Privet,1
152,N,Lindera,1
152,S,Buckthorn,1
152,S,Rose,1
930,N,Buckthorn,1
930,N,Lonicera,1
930,N,Rubus,1
930,N,Lindera,1
930,S,Buckthorn,1
930,S,Rose,1
930,S,Lonicera,1
930,S,Rubus,1
930,S,Lindera,1
55,N,Rubus,1
55,S,Buckthorn,1
55,S,Rubus,1
54,N,Buckthorn,1
54,N,Lonicera,1
54,N,Rubus,1
54,S,Buckthorn,1
54,S,Rose,1
54,S,Rubus,1
151,N,Rose,1
151,S,Lindera,1
52,N,Buckthorn,1
52,N,Lindera,1
52,S,Buckthorn,1
52,S,Rubus,1
52,S,Lindera,1
53,N,Buckthorn,1
53,N,Rubus,1
53,N,Lindera,1
53,S,Buckthorn,1
53,S,Rubus,1
53,S,Lindera,1
40,N,Rose,1
40,N,Lindera,1
40,S,Buckthorn,1
40,S,Rose,1
65,N,Buckthorn,1
65,N,Rose,1
65,N,Rubus,1
65,N,Lindera,1
65,S,Rubus,1
60,N,Buckthorn,1
60,N,Rubus,1
60,S,Buckthorn,1
60,S,Rose,1
60,S,Lonicera,1
60,S,Rubus,1
56,N,Rubus,1
56,N,Lindera,1
56,S,Rubus,1
56,S,Lindera,1
165,N,Privet,0
165,N,Lonicera,0
165,N,Lindera,0
165,N,Maple Vib,0
165,S,Privet,0
165,S,Lindera,0
165,S,Maple Vib,0
103,N,Privet,0
103,N,Lonicera,0
103,N,Lindera,0
103,N,Maple Vib,0
103,S,Privet,0
103,S,Lonicera,0
103,S,Lindera,0
103,S,Maple Vib,0
104,N,Privet,0
104,N,Lindera,0
104,N,Maple Vib,0
104,S,Lindera,0
104,S,Maple Vib,0
125,N,Privet,0
125,N,Lindera,0
125,N,Maple Vib,0
125,S,Privet,0
125,S,Lonicera,0
125,S,Lindera,0
125,S,Maple Vib,0
112,N,Privet,0
112,N,Lonicera,0
112,N,Lindera,0
112,N,Maple Vib,0
112,S,Privet,0
112,S,Lindera,0
112,S,Maple Vib,0
120,N,Privet,0
120,N,Lonicera,0
120,N,Rubus,0
120,N,Lindera,0
120,N,Maple Vib,0
120,S,Buckthorn,0
120,S,Privet,0
120,S,Lindera,0
120,S,Maple Vib,0
114,N,Privet,0
114,N,Lonicera,0
114,N,Rubus,0
114,N,Lindera,0
114,N,Maple Vib,0
114,S,Privet,0
114,S,Lonicera,0
114,S,Rubus,0
114,S,Lindera,0
114,S,Maple Vib,0
115,N,Rose,0
115,N,Privet,0
115,N,Lonicera,0
115,N,Rubus,0
115,N,Lindera,0
115,S,Rose,0
115,S,Privet,0
115,S,Lonicera,0
115,S,Rubus,0
115,S,Lindera,0
119,N,Privet,0
119,N,Lindera,0
119,N,Maple Vib,0
119,S,Privet,0
119,S,Lindera,0
119,S,Maple Vib,0
106,N,Privet,0
106,N,Lindera,0
106,N,Maple Vib,0
106,S,Lindera,0
106,S,Maple Vib,0
107,N,Rubus,0
107,N,Lindera,0
107,N,Maple Vib,0
107,S,Privet,0
107,S,Lonicera,0
107,S,Rubus,0
107,S,Lindera,0
107,S,Maple Vib,0
108,N,Privet,0
108,N,Lindera,0
108,N,Maple Vib,0
108,S,Privet,0
108,S,Lindera,0
108,S,Maple Vib,0
118,N,Privet,0
118,N,Lonicera,0
118,N,Lindera,0
118,N,Maple Vib,0
118,S,Buckthorn,0
118,S,Privet,0
118,S,Lonicera,0
118,S,Rubus,0
118,S,Lindera,0
118,S,Maple Vib,0
931,N,Privet,0
931,N,Rubus,0
931,N,Lindera,0
931,N,Maple Vib,0
931,S,Privet,0
931,S,Rubus,0
931,S,Lindera,0
931,S,Maple Vib,0
178,N,Privet,0
178,N,Rubus,0
178,N,Lindera,0
178,S,Privet,0
178,S,Rubus,0
178,S,Lindera,0
936,N,Rose,0
936,N,Rubus,0
936,N,Lindera,0
936,N,Maple Vib,0
936,S,Lonicera,0
936,S,Rubus,0
936,S,Lindera,0
936,S,Maple Vib,0
377,N,Privet,0
377,N,Rubus,0
377,N,Lindera,0
377,S,Lonicera,0
377,S,Rubus,0
377,S,Lindera,0
981,N,Rose,0
981,N,Privet,0
981,N,Lonicera,0
981,N,Lindera,0
981,N,Maple Vib,0
981,S,Privet,0
981,S,Rubus,0
981,S,Lindera,0
195,N,Privet,0
195,N,Lindera,0
195,N,Maple Vib,0
195,S,Privet,0
195,S,Lindera,0
195,S,Maple Vib,0
192,N,Rose,0
192,N,Privet,0
192,N,Rubus,0
192,N,Lindera,0
192,N,Maple Vib,0
192,S,Rubus,0
192,S,Lindera,0
192,S,Maple Vib,0
291,N,Rose,0
291,N,Privet,0
291,N,Lonicera,0
291,N,Rubus,0
291,N,Lindera,0
291,N,Maple Vib,0
291,S,Privet,0
291,S,Lonicera,0
291,S,Rubus,0
291,S,Lindera,0
291,S,Maple Vib,0
185,N,Rose,0
185,N,Privet,0
185,N,Lonicera,0
185,N,Rubus,0
185,N,Lindera,0
185,N,Maple Vib,0
185,S,Privet,0
185,S,Lonicera,0
185,S,Rubus,0
185,S,Lindera,0
185,S,Maple Vib,0
345,N,Buckthorn,0
345,N,Privet,0
345,N,Lonicera,0
345,N,Rubus,0
345,N,Lindera,0
345,N,Maple Vib,0
345,S,Buckthorn,0
345,S,Rose,0
345,S,Privet,0
345,S,Lonicera,0
345,S,Rubus,0
345,S,Lindera,0
345,S,Maple Vib,0
289,N,Privet,0
289,N,Rubus,0
289,N,Lindera,0
289,N,Maple Vib,0
289,S,Buckthorn,0
289,S,Privet,0
289,S,Rubus,0
289,S,Lindera,0
289,S,Maple Vib,0
996,N,Rose,0
996,N,Privet,0
996,N,Lonicera,0
996,N,Rubus,0
996,N,Lindera,0
996,N,Maple Vib,0
996,S,Rose,0
996,S,Privet,0
996,S,Lonicera,0
996,S,Rubus,0
996,S,Lindera,0
996,S,Maple Vib,0
897,N,Rose,0
897,N,Lonicera,0
897,N,Rubus,0
897,N,Lindera,0
897,N,Maple Vib,0
897,S,Privet,0
897,S,Lonicera,0
897,S,Rubus,0
897,S,Lindera,0
897,S,Maple Vib,0
381,N,Privet,0
381,N,Lindera,0
381,N,Maple Vib,0
381,S,Privet,0
381,S,Rubus,0
381,S,Lindera,0
381,S,Maple Vib,0
380,N,Privet,0
380,N,Rubus,0
380,N,Lindera,0
380,N,Maple Vib,0
380,S,Privet,0
380,S,Lonicera,0
380,S,Rubus,0
380,S,Lindera,0
380,S,Maple Vib,0
378,N,Buckthorn,0
378,N,Privet,0
378,N,Lindera,0
378,N,Maple Vib,0
378,S,Buckthorn,0
378,S,Privet,0
378,S,Lonicera,0
378,S,Lindera,0
378,S,Maple Vib,0
961,N,Privet,0
961,N,Lonicera,0
961,N,Lindera,0
961,N,Maple Vib,0
961,S,Privet,0
961,S,Lindera,0
961,S,Maple Vib,0
304,N,Rose,0
304,N,Privet,0
304,N,Lonicera,0
304,N,Rubus,0
304,N,Lindera,0
304,N,Maple Vib,0
304,S,Buckthorn,0
304,S,Privet,0
304,S,Lonicera,0
304,S,Rubus,0
304,S,Lindera,0
304,S,Maple Vib,0
303,N,Privet,0
303,N,Lindera,0
303,N,Maple Vib,0
303,S,Buckthorn,0
303,S,Privet,0
303,S,Lindera,0
303,S,Maple Vib,0
302,N,Privet,0
302,N,Lindera,0
302,S,Privet,0
302,S,Lindera,0
302,S,Maple Vib,0
301,N,Privet,0
301,N,Lindera,0
301,S,Privet,0
301,S,Lindera,0
301,S,Maple Vib,0
379,N,Privet,0
379,N,Lindera,0
379,S,Privet,0
379,S,Lonicera,0
379,S,Lindera,0
379,S,Maple Vib,0
383,N,Privet,0
383,N,Rubus,0
383,N,Maple Vib,0
383,S,Privet,0
383,S,Rubus,0
383,S,Lindera,0
383,S,Maple Vib,0
382,N,Rose,0
382,N,Privet,0
382,N,Rubus,0
382,N,Lindera,0
382,N,Maple Vib,0
382,S,Privet,0
382,S,Lonicera,0
382,S,Rubus,0
382,S,Maple Vib,0
392,N,Buckthorn,0
392,N,Privet,0
392,N,Lonicera,0
392,N,Rubus,0
392,N,Lindera,0
392,N,Maple Vib,0
392,S,Rose,0
392,S,Privet,0
392,S,Lonicera,0
392,S,Rubus,0
392,S,Lindera,0
392,S,Maple Vib,0
393,N,Buckthorn,0
393,N,Rose,0
393,N,Privet,0
393,N,Lonicera,0
393,N,Rubus,0
393,N,Lindera,0
393,N,Maple Vib,0
393,S,Buckthorn,0
393,S,Rose,0
393,S,Privet,0
393,S,Lonicera,0
393,S,Rubus,0
393,S,Lindera,0
393,S,Maple Vib,0
305,N,Buckthorn,0
305,N,Rose,0
305,N,Privet,0
305,N,Lonicera,0
305,N,Rubus,0
305,N,Lindera,0
305,N,Maple Vib,0
305,S,Rose,0
305,S,Privet,0
305,S,Lonicera,0
305,S,Rubus,0
305,S,Lindera,0
305,S,Maple Vib,0
378,N,Buckthorn,0
378,N,Rose,0
378,N,Privet,0
378,N,Lonicera,0
378,N,Rubus,0
378,N,Lindera,0
378,N,Maple Vib,0
378,S,Buckthorn,0
378,S,Rose,0
378,S,Privet,0
378,S,Lonicera,0
378,S,Rubus,0
378,S,Lindera,0
378,S,Maple Vib,0
306,N,Buckthorn,0
306,N,Rose,0
306,N,Privet,0
306,N,Lonicera,0
306,N,Rubus,0
306,N,Lindera,0
306,N,Maple Vib,0
306,S,Rose,0
306,S,Privet,0
306,S,Lonicera,0
306,S,Rubus,0
306,S,Lindera,0
306,S,Maple Vib,0
375,N,Privet,0
375,N,Lonicera,0
375,N,Rubus,0
375,N,Lindera,0
375,N,Maple Vib,0
375,S,Rose,0
375,S,Privet,0
375,S,Rubus,0
375,S,Lindera,0
375,S,Maple Vib,0
255,N,Rose,0
255,N,Privet,0
255,N,Lonicera,0
255,N,Rubus,0
255,N,Lindera,0
255,N,Maple Vib,0
255,S,Rose,0
255,S,Privet,0
255,S,Lonicera,0
255,S,Rubus,0
255,S,Lindera,0
255,S,Maple Vib,0
254,N,Rose,0
254,N,Privet,0
254,N,Lonicera,0
254,N,Rubus,0
254,N,Lindera,0
254,N,Maple Vib,0
254,S,Privet,0
254,S,Lonicera,0
254,S,Rubus,0
254,S,Lindera,0
254,S,Maple Vib,0
197,N,Rose,0
197,N,Privet,0
197,N,Lonicera,0
197,N,Rubus,0
197,N,Lindera,0
197,N,Maple Vib,0
197,S,Rose,0
197,S,Privet,0
197,S,Lonicera,0
197,S,Rubus,0
197,S,Lindera,0
197,S,Maple Vib,0
259,N,Privet,0
259,N,Rubus,0
259,N,Lindera,0
259,N,Maple Vib,0
259,S,Privet,0
259,S,Rubus,0
259,S,Lindera,0
259,S,Maple Vib,0
373,N,Privet,0
373,N,Lonicera,0
373,N,Rubus,0
373,N,Lindera,0
373,N,Maple Vib,0
373,S,Privet,0
373,S,Lonicera,0
373,S,Rubus,0
373,S,Lindera,0
373,S,Maple Vib,0
292,N,Buckthorn,0
292,N,Rose,0
292,N,Privet,0
292,N,Lonicera,0
292,N,Rubus,0
292,N,Lindera,0
292,N,Maple Vib,0
292,S,Buckthorn,0
292,S,Rose,0
292,S,Privet,0
292,S,Lonicera,0
292,S,Rubus,0
292,S,Lindera,0
292,S,Maple Vib,0
290,N,Buckthorn,0
290,N,Rose,0
290,N,Privet,0
290,N,Lonicera,0
290,N,Rubus,0
290,N,Lindera,0
290,N,Maple Vib,0
290,S,Buckthorn,0
290,S,Rose,0
290,S,Privet,0
290,S,Lonicera,0
290,S,Rubus,0
290,S,Lindera,0
290,S,Maple Vib,0
376,N,Privet,0
376,N,Lonicera,0
376,N,Lindera,0
376,S,Privet,0
376,S,Lonicera,0
376,S,Rubus,0
376,S,Lindera,0
376,S,Maple Vib,0
374,N,Privet,0
374,N,Lonicera,0
374,N,Lindera,0
374,N,Maple Vib,0
374,S,Privet,0
374,S,Lonicera,0
374,S,Rubus,0
374,S,Lindera,0
374,S,Maple Vib,0
882,N,Privet,0
882,N,Lonicera,0
882,N,Lindera,0
882,N,Maple Vib,0
882,S,Privet,0
882,S,Lonicera,0
882,S,Rubus,0
882,S,Lindera,0
882,S,Maple Vib,0
196,N,Privet,0
196,N,Lonicera,0
196,N,Rubus,0
196,N,Lindera,0
196,N,Maple Vib,0
196,S,Rose,0
196,S,Privet,0
196,S,Lonicera,0
196,S,Rubus,0
196,S,Lindera,0
261,N,Buckthorn,0
261,N,Rose,0
261,N,Privet,0
261,N,Lonicera,0
261,N,Rubus,0
261,N,Lindera,0
261,S,Buckthorn,0
261,S,Rose,0
261,S,Privet,0
261,S,Lonicera,0
261,S,Rubus,0
261,S,Lindera,0
261,S,Maple Vib,0
886,N,Buckthorn,0
886,N,Rose,0
886,N,Privet,0
886,N,Lonicera,0
886,N,Rubus,0
886,N,Lindera,0
886,S,Buckthorn,0
886,S,Rose,0
886,S,Privet,0
886,S,Lonicera,0
886,S,Rubus,0
886,S,Lindera,0
886,S,Maple Vib,0
191,N,Buckthorn,0
191,N,Rose,0
191,N,Privet,0
191,N,Lonicera,0
191,N,Rubus,0
191,N,Lindera,0
191,S,Rose,0
191,S,Privet,0
191,S,Lonicera,0
191,S,Rubus,0
191,S,Lindera,0
191,S,Maple Vib,0
190,N,Rose,0
190,N,Privet,0
190,N,Lonicera,0
190,N,Rubus,0
190,N,Lindera,0
190,N,Maple Vib,0
190,S,Rose,0
190,S,Privet,0
190,S,Lonicera,0
190,S,Rubus,0
190,S,Lindera,0
890,N,Rose,0
890,N,Privet,0
890,N,Lonicera,0
890,N,Rubus,0
890,N,Lindera,0
890,N,Maple Vib,0
890,S,Rose,0
890,S,Privet,0
890,S,Lonicera,0
890,S,Rubus,0
890,S,Lindera,0
397,N,Buckthorn,0
397,N,Rose,0
397,N,Privet,0
397,N,Lonicera,0
397,N,Rubus,0
397,N,Lindera,0
397,N,Maple Vib,0
397,S,Rose,0
397,S,Privet,0
397,S,Lonicera,0
397,S,Rubus,0
397,S,Lindera,0
397,S,Maple Vib,0
396,N,Privet,0
396,N,Lonicera,0
396,N,Rubus,0
396,N,Maple Vib,0
396,S,Privet,0
396,S,Lonicera,0
396,S,Rubus,0
396,S,Lindera,0
396,S,Maple Vib,0
296,N,Rose,0
296,N,Privet,0
296,N,Lonicera,0
296,N,Rubus,0
296,N,Maple Vib,0
296,S,Privet,0
296,S,Lonicera,0
296,S,Rubus,0
296,S,Lindera,0
296,S,Maple Vib,0
891,N,Rose,0
891,N,Privet,0
891,N,Lonicera,0
891,N,Rubus,0
891,N,Maple Vib,0
891,S,Privet,0
891,S,Lonicera,0
891,S,Rubus,0
891,S,Lindera,0
891,S,Maple Vib,0
263,N,Buckthorn,0
263,N,Rose,0
263,N,Privet,0
263,N,Lonicera,0
263,N,Rubus,0
263,N,Lindera,0
263,N,Maple Vib,0
263,S,Buckthorn,0
263,S,Rose,0
263,S,Privet,0
263,S,Lonicera,0
263,S,Rubus,0
263,S,Lindera,0
263,S,Maple Vib,0
256,N,Rose,0
256,N,Privet,0
256,N,Lonicera,0
256,N,Rubus,0
256,N,Lindera,0
256,N,Maple Vib,0
256,S,Buckthorn,0
256,S,Rose,0
256,S,Privet,0
256,S,Lonicera,0
256,S,Rubus,0
256,S,Lindera,0
256,S,Maple Vib,0
270,N,Buckthorn,0
270,N,Rose,0
270,N,Privet,0
270,N,Lonicera,0
270,N,Rubus,0
270,N,Lindera,0
270,N,Maple Vib,0
270,S,Buckthorn,0
270,S,Rose,0
270,S,Privet,0
270,S,Lonicera,0
270,S,Rubus,0
270,S,Maple Vib,0
187,N,Privet,0
187,N,Lonicera,0
187,N,Rubus,0
187,N,Lindera,0
187,N,Maple Vib,0
187,S,Buckthorn,0
187,S,Privet,0
187,S,Lonicera,0
187,S,Rubus,0
187,S,Lindera,0
187,S,Maple Vib,0
260,N,Rose,0
260,N,Privet,0
260,N,Lonicera,0
260,N,Rubus,0
260,N,Lindera,0
260,N,Maple Vib,0
260,S,Buckthorn,0
260,S,Privet,0
260,S,Lonicera,0
260,S,Rubus,0
260,S,Lindera,0
260,S,Maple Vib,0
262,N,Buckthorn,0
262,N,Rose,0
262,N,Privet,0
262,N,Lonicera,0
262,N,Rubus,0
262,N,Lindera,0
262,N,Maple Vib,0
262,S,Buckthorn,0
262,S,Rose,0
262,S,Privet,0
262,S,Lonicera,0
262,S,Rubus,0
262,S,Lindera,0
262,S,Maple Vib,0
264,N,Buckthorn,0
264,N,Rose,0
264,N,Privet,0
264,N,Lonicera,0
264,N,Rubus,0
264,N,Lindera,0
264,N,Maple Vib,0
264,S,Buckthorn,0
264,S,Rose,0
264,S,Privet,0
264,S,Lonicera,0
264,S,Rubus,0
264,S,Lindera,0
264,S,Maple Vib,0
265,N,Buckthorn,0
265,N,Rose,0
265,N,Privet,0
265,N,Lonicera,0
265,N,Rubus,0
265,N,Lindera,0
265,N,Maple Vib,0
265,S,Buckthorn,0
265,S,Rose,0
265,S,Privet,0
265,S,Lonicera,0
265,S,Rubus,0
265,S,Lindera,0
265,S,Maple Vib,0
266,N,Buckthorn,0
266,N,Rose,0
266,N,Privet,0
266,N,Lonicera,0
266,N,Rubus,0
266,N,Lindera,0
266,N,Maple Vib,0
266,S,Buckthorn,0
266,S,Rose,0
266,S,Privet,0
266,S,Lonicera,0
266,S,Rubus,0
266,S,Lindera,0
266,S,Maple Vib,0
398,N,Buckthorn,0
398,N,Rose,0
398,N,Privet,0
398,N,Lonicera,0
398,N,Rubus,0
398,N,Lindera,0
398,S,Buckthorn,0
398,S,Rose,0
398,S,Privet,0
398,S,Rubus,0
398,S,Lindera,0
200,N,Buckthorn,0
200,N,Rose,0
200,N,Privet,0
200,N,Lonicera,0
200,N,Rubus,0
200,N,Maple Vib,0
200,S,Buckthorn,0
200,S,Rose,0
200,S,Privet,0
200,S,Lonicera,0
200,S,Rubus,0
200,S,Lindera,0
269,N,Buckthorn,0
269,N,Rose,0
269,N,Privet,0
269,N,Lonicera,0
269,N,Rubus,0
269,N,Lindera,0
269,S,Buckthorn,0
269,S,Rose,0
269,S,Privet,0
269,S,Lonicera,0
269,S,Rubus,0
269,S,Lindera,0
394,N,Buckthorn,0
394,N,Rose,0
394,N,Privet,0
394,N,Lonicera,0
394,N,Rubus,0
394,N,Lindera,0
394,N,Maple Vib,0
394,S,Buckthorn,0
394,S,Rose,0
394,S,Privet,0
394,S,Lonicera,0
394,S,Rubus,0
394,S,Lindera,0
394,S,Maple Vib,0
309,N,Rose,0
309,N,Privet,0
309,N,Lonicera,0
309,N,Rubus,0
309,N,Lindera,0
309,N,Maple Vib,0
309,S,Rose,0
309,S,Privet,0
309,S,Lonicera,0
309,S,Rubus,0
309,S,Lindera,0
309,S,Maple Vib,0
969,N,Rose,0
969,N,Privet,0
969,N,Lonicera,0
969,N,Rubus,0
969,N,Lindera,0
969,N,Maple Vib,0
969,S,Buckthorn,0
969,S,Rose,0
969,S,Privet,0
969,S,Lonicera,0
969,S,Rubus,0
969,S,Lindera,0
969,S,Maple Vib,0
308,N,Privet,0
308,N,Lonicera,0
308,N,Lindera,0
308,N,Maple Vib,0
308,S,Lonicera,0
308,S,Lindera,0
308,S,Maple Vib,0
395,N,Buckthorn,0
395,N,Lonicera,0
395,N,Rubus,0
395,N,Lindera,0
395,S,Rose,0
395,S,Privet,0
395,S,Lonicera,0
395,S,Rubus,0
395,S,Lindera,0
883,N,Rose,0
883,N,Rubus,0
883,N,Lindera,0
883,N,Maple Vib,0
883,S,Privet,0
883,S,Rubus,0
883,S,Lindera,0
883,S,Maple Vib,0
929,N,Buckthorn,0
929,N,Rose,0
929,N,Privet,0
929,N,Lonicera,0
929,N,Rubus,0
929,N,Lindera,0
929,N,Maple Vib,0
929,S,Buckthorn,0
929,S,Rose,0
929,S,Privet,0
929,S,Lonicera,0
929,S,Rubus,0
929,S,Lindera,0
929,S,Maple Vib,0
307,N,Buckthorn,0
307,N,Rose,0
307,N,Privet,0
307,N,Lonicera,0
307,N,Rubus,0
307,N,Lindera,0
307,N,Maple Vib,0
307,S,Buckthorn,0
307,S,Rose,0
307,S,Privet,0
307,S,Lonicera,0
307,S,Rubus,0
307,S,Lindera,0
307,S,Maple Vib,0
999,N,Privet,0
999,N,Lindera,0
999,S,Lonicera,0
999,S,Rubus,0
999,S,Lindera,0
143,N,Lindera,0
143,S,Privet,0
143,S,Lonicera,0
143,S,Rubus,0
143,S,Lindera,0
143,S,Maple Vib,0
102,N,Privet,0
102,N,Lindera,0
102,S,Privet,0
102,S,Lindera,0
102,S,Maple Vib,0
105,N,Privet,0
105,N,Rubus,0
105,N,Maple Vib,0
105,S,Privet,0
105,S,Lonicera,0
105,S,Lindera,0
105,S,Maple Vib,0
189,N,Rose,0
189,N,Privet,0
189,N,Lonicera,0
189,N,Rubus,0
189,N,Lindera,0
189,N,Maple Vib,0
189,S,Rose,0
189,S,Privet,0
189,S,Lonicera,0
189,S,Rubus,0
189,S,Lindera,0
189,S,Maple Vib,0
258,N,Rose,0
258,N,Privet,0
258,N,Lonicera,0
258,N,Rubus,0
258,N,Lindera,0
258,N,Maple Vib,0
258,S,Rose,0
258,S,Privet,0
258,S,Lonicera,0
258,S,Rubus,0
258,S,Lindera,0
258,S,Maple Vib,0
288,N,Buckthorn,0
288,N,Rose,0
288,N,Privet,0
288,N,Lonicera,0
288,N,Rubus,0
288,N,Lindera,0
288,S,Rose,0
288,S,Privet,0
288,S,Lonicera,0
288,S,Rubus,0
288,S,Lindera,0
288,S,Maple Vib,0
399,N,Rose,0
399,N,Privet,0
399,N,Rubus,0
399,N,Maple Vib,0
399,S,Rose,0
399,S,Privet,0
399,S,Lonicera,0
399,S,Rubus,0
399,S,Lindera,0
399,S,Maple Vib,0
372,N,Rose,0
372,N,Privet,0
372,N,Lonicera,0
372,N,Rubus,0
372,N,Lindera,0
372,N,Maple Vib,0
372,S,Privet,0
372,S,Lonicera,0
372,S,Rubus,0
372,S,Lindera,0
372,S,Maple Vib,0
199,N,Buckthorn,0
199,N,Rose,0
199,N,Privet,0
199,N,Lonicera,0
199,N,Rubus,0
199,N,Lindera,0
199,N,Maple Vib,0
199,S,Rose,0
199,S,Privet,0
199,S,Lonicera,0
199,S,Rubus,0
199,S,Lindera,0
199,S,Maple Vib,0
894,N,Rose,0
894,N,Privet,0
894,N,Lonicera,0
894,N,Rubus,0
894,N,Lindera,0
894,S,Rose,0
894,S,Rubus,0
894,S,Lindera,0
894,S,Maple Vib,0
371,N,Rose,0
371,N,Privet,0
371,N,Rubus,0
371,N,Lindera,0
371,N,Maple Vib,0
371,S,Privet,0
371,S,Rubus,0
371,S,Lindera,0
253,N,Lonicera,0
253,N,Rubus,0
253,N,Lindera,0
253,S,Privet,0
253,S,Rubus,0
253,S,Lindera,0
272,N,Rose,0
272,N,Privet,0
272,N,Lindera,0
272,S,Privet,0
272,S,Lindera,0
293,N,Rose,0
293,N,Privet,0
293,N,Lonicera,0
293,N,Lindera,0
293,N,Maple Vib,0
293,S,Rose,0
293,S,Privet,0
293,S,Lonicera,0
293,S,Rubus,0
293,S,Lindera,0
293,S,Maple Vib,0
299,N,Lonicera,0
299,N,Lindera,0
299,N,Maple Vib,0
299,S,Privet,0
299,S,Lonicera,0
299,S,Lindera,0
299,S,Maple Vib,0
257,N,Privet,0
257,N,Lonicera,0
257,N,Rubus,0
257,N,Lindera,0
257,N,Maple Vib,0
257,S,Privet,0
257,S,Lonicera,0
257,S,Rubus,0
257,S,Lindera,0
257,S,Maple Vib,0
188,N,Privet,0
188,N,Lonicera,0
188,N,Rubus,0
188,N,Lindera,0
188,N,Maple Vib,0
188,S,Privet,0
188,S,Lonicera,0
188,S,Rubus,0
188,S,Lindera,0
188,S,Maple Vib,0
346,N,Rose,0
346,N,Lonicera,0
346,N,Rubus,0
346,N,Lindera,0
346,N,Maple Vib,0
346,S,Rose,0
346,S,Lonicera,0
346,S,Rubus,0
346,S,Lindera,0
346,S,Maple Vib,0
864,N,Privet,0
864,N,Lonicera,0
864,N,Rubus,0
864,N,Lindera,0
864,N,Maple Vib,0
864,S,Rose,0
864,S,Privet,0
864,S,Lonicera,0
864,S,Rubus,0
864,S,Lindera,0
864,S,Maple Vib,0
300,N,Buckthorn,0
300,N,Privet,0
300,N,Lonicera,0
300,N,Lindera,0
300,N,Maple Vib,0
300,S,Lonicera,0
300,S,Lindera,0
300,S,Maple Vib,0
198,N,Rose,0
198,N,Rubus,0
198,N,Lindera,0
198,N,Maple Vib,0
198,S,Privet,0
198,S,Rubus,0
198,S,Lindera,0
198,S,Maple Vib,0
297,N,Rose,0
297,N,Privet,0
297,N,Lonicera,0
297,N,Rubus,0
297,N,Lindera,0
297,N,Maple Vib,0
297,S,Rose,0
