Tree,Species,Direction,Cover Class,,
56,Spicebush,N,1,,
56,Rubus,N,1,,
56,Mapleleaf viburnum,N,0,,
56,Buckthorn,S,1,,
56,Multiflora rose,S,1,,
56,Honeysuckle,S,1,,
56,Privet,S,0,,
56,Spicebush,S,0,,
56,Rubus,S,1,,
56,Mapleleaf viburnum,S,0,,
296,Buckthorn,N,1,,
296,Multiflora rose,N,0,,
296,Honeysuckle,N,0,,
296,Privet,N,0,,
296,Spicebush,N,0,,
296,Rubus,N,0,,
296,Mapleleaf viburnum,N,0,,
296,Buckthorn,S,1,,
296,Multiflora rose,S,0,,
296,Honeysuckle,S,0,,
296,Privet,S,0,,
296,Spicebush,S,0,,
296,Rubus,S,1,,
296,Mapleleaf viburnum,S,0,,
65,Buckthorn,N,1,,
65,Multiflora rose,N,1,,
65,Honeysuckle,N,0,,
65,Privet,N,0,,
65,Spicebush,N,1,,
65,Rubus,N,1,,
65,Mapleleaf viburnum,N,0,,
65,Buckthorn,S,1,,
65,Multiflora rose,S,1,,
65,Honeysuckle,S,0,,
65,Privet,S,0,,
65,Spicebush,S,0,,
65,Rubus,S,1,,
65,Mapleleaf viburnum,S,0,,
60,Buckthorn,N,1,,
60,Multiflora rose,N,1,,
60,Honeysuckle,N,0,,
60,Privet,N,0,,
60,Spicebush,N,0,,
60,Rubus,N,1,,
60,Mapleleaf viburnum,N,0,,
60,Buckthorn,S,1,,
60,Multiflora rose,S,1,,
60,Honeysuckle,S,1,,
60,Privet,S,0,,
60,Spicebush,S,0,,
60,Rubus,S,0,,
60,Mapleleaf viburnum,S,0,,
891,Buckthorn,N,1,,
891,Multiflora rose,N,0,,
891,Honeysuckle,N,0,,
891,Privet,N,0,,
891,Spicebush,N,0,,
891,Rubus,N,0,,
891,Mapleleaf viburnum,N,0,,
891,Buckthorn,S,1,,
891,Multiflora rose,S,0,,
891,Honeysuckle,S,0,,
891,Privet,S,0,,
891,Spicebush,S,0,,
891,Rubus,S,1,,
891,Mapleleaf viburnum,S,0,,
183,Buckthorn,N,1,,
183,Multiflora rose,N,1,,
183,Honeysuckle,N,0,,
183,Privet,N,0,,
183,Spicebush,N,1,,
183,Rubus,N,0,,
183,Mapleleaf viburnum,N,0,,
183,Buckthorn,S,1,,
183,Multiflora rose,S,0,,
183,Honeysuckle,S,0,,
183,Privet,S,0,,
183,Spicebush,S,0,,
183,Rubus,S,0,,
183,Mapleleaf viburnum,S,0,,
312,Buckthorn,N,1,,
312,Multiflora rose,N,1,,
312,Honeysuckle,N,1,,
312,Privet,N,0,,
312,Spicebush,N,1,,
312,Rubus,N,1,,
312,Mapleleaf viburnum,N,0,,
312,Buckthorn,S,1,,
312,Multiflora rose,S,1,,
312,Honeysuckle,S,1,,
312,Privet,S,0,,
312,Spicebush,S,0,,
312,Rubus,S,1,,
312,Mapleleaf viburnum,S,0,,
391,Buckthorn,N,1,,
391,Multiflora rose,N,1,,
391,Honeysuckle,N,1,,
391,Privet,N,0,,
391,Spicebush,N,0,,
391,Rubus,N,1,,
391,Mapleleaf viburnum,N,0,,
391,Buckthorn,S,1,,
391,Multiflora rose,S,1,,
391,Honeysuckle,S,0,,
391,Privet,S,0,,
391,Spicebush,S,0,,
391,Rubus,S,1,,
391,Mapleleaf viburnum,S,0,,
390,Buckthorn,N,1,,
390,Multiflora rose,N,1,,
390,Honeysuckle,N,0,,
390,Privet,N,0,,
390,Spicebush,N,0,,
390,Rubus,N,1,,
390,Mapleleaf viburnum,N,0,,
390,Buckthorn,S,1,,
390,Multiflora rose,S,1,,
390,Honeysuckle,S,1,,
390,Privet,S,0,,
390,Spicebush,S,0,,
390,Rubus,S,1,,
390,Mapleleaf viburnum,S,0,,
67,Buckthorn,N,1,,
67,Multiflora rose,N,1,,
67,Honeysuckle,N,0,,
67,Privet,N,0,,
67,Spicebush,N,1,,
67,Rubus,N,1,,
67,Mapleleaf viburnum,N,0,,
67,Buckthorn,S,1,,
67,Multiflora rose,S,3,,
67,Honeysuckle,S,0,,
67,Privet,S,0,,
67,Spicebush,S,1,,
67,Rubus,S,1,,
67,Mapleleaf viburnum,S,0,,
905,Buckthorn,N,1,,
905,Multiflora rose,N,1,,
905,Honeysuckle,N,0,,
905,Privet,N,0,,
905,Spicebush,N,1,,
905,Rubus,N,1,,
905,Mapleleaf viburnum,N,0,,
905,Buckthorn,S,1,,
905,Multiflora rose,S,1,,
905,Honeysuckle,S,0,,
905,Privet,S,0,,
905,Spicebush,S,0,,
905,Rubus,S,1,,
905,Mapleleaf viburnum,S,0,,
184,Buckthorn,N,1,,
184,Multiflora rose,N,1,,
184,Honeysuckle,N,0,,
184,Privet,N,0,,
184,Spicebush,N,0,,
184,Rubus,N,0,,
184,Mapleleaf viburnum,N,0,,
184,Buckthorn,S,1,,
184,Multiflora rose,S,1,,
184,Honeysuckle,S,0,,
184,Privet,S,0,,
184,Spicebush,S,0,,
184,Rubus,S,1,,
184,Mapleleaf viburnum,S,0,,
322,Buckthorn,N,1,,
322,Multiflora rose,N,1,,
322,Honeysuckle,N,0,,
322,Privet,N,0,,
322,Spicebush,N,0,,
322,Rubus,N,0,,
322,Mapleleaf viburnum,N,0,,
322,Buckthorn,S,1,,
322,Multiflora rose,S,1,,
322,Honeysuckle,S,0,,
322,Privet,S,0,,
322,Spicebush,S,0,,
322,Rubus,S,1,,
322,Mapleleaf viburnum,S,0,,
206,Buckthorn,N,1,,
206,Multiflora rose,N,1,,
206,Honeysuckle,N,0,,
206,Privet,N,0,,
206,Spicebush,N,0,,
206,Rubus,N,0,,
206,Mapleleaf viburnum,N,0,,
206,Buckthorn,S,1,,
206,Multiflora rose,S,1,,
206,Honeysuckle,S,0,,
206,Privet,S,0,,
206,Spicebush,S,1,,
206,Rubus,S,0,,
206,Mapleleaf viburnum,S,0,,
63,Buckthorn,N,1,,
63,Multiflora rose,N,1,,
63,Honeysuckle,N,1,,
63,Privet,N,1,,
63,Spicebush,N,0,,
63,Rubus,N,0,,
63,Mapleleaf viburnum,N,0,,
63,Buckthorn,S,1,,
63,Multiflora rose,S,1,,
63,Honeysuckle,S,1,,
63,Privet,S,0,,
63,Spicebush,S,0,,
63,Rubus,S,0,,
63,Mapleleaf viburnum,S,0,,
384,Buckthorn,N,0,,
384,Multiflora rose,N,2,,
384,Honeysuckle,N,1,,
384,Privet,N,0,,
384,Spicebush,N,0,,
384,Rubus,N,1,,
384,Mapleleaf viburnum,N,0,,
384,Buckthorn,S,1,,
384,Multiflora rose,S,1,,
384,Honeysuckle,S,1,,
384,Privet,S,0,,
384,Spicebush,S,1,,
384,Rubus,S,1,,
384,Mapleleaf viburnum,S,0,,
152,Buckthorn,N,1,,
152,Multiflora rose,N,1,,
152,Honeysuckle,N,0,,
152,Privet,N,1,,
152,Spicebush,N,1,,
152,Rubus,N,1,,
152,Mapleleaf viburnum,N,1,,
152,Buckthorn,S,1,,
152,Multiflora rose,S,1,,
152,Honeysuckle,S,0,,
152,Privet,S,1,,
152,Spicebush,S,0,,
152,Rubus,S,1,,
152,Mapleleaf viburnum,S,0,,
175,Buckthorn,N,1,,
175,Multiflora rose,N,1,,
175,Honeysuckle,N,0,,
175,Privet,N,0,,
175,Spicebush,N,0,,
175,Rubus,N,1,,
175,Mapleleaf viburnum,N,0,,
175,Buckthorn,S,1,,
175,Multiflora rose,S,0,,
175,Honeysuckle,S,0,,
175,Privet,S,0,,
175,Spicebush,S,1,,
175,Rubus,S,0,,
175,Mapleleaf viburnum,S,0,,
389,Buckthorn,N,0,,
389,Multiflora rose,N,0,,
389,Honeysuckle,N,1,,
389,Privet,N,0,,
389,Spicebush,N,0,,
389,Rubus,N,0,,
389,Mapleleaf viburnum,N,0,,
389,Buckthorn,S,1,,
389,Multiflora rose,S,2,,
389,Honeysuckle,S,0,,
389,Privet,S,0,,
389,Spicebush,S,0,,
389,Rubus,S,1,,
389,Mapleleaf viburnum,S,0,,
204,Buckthorn,N,1,,
204,Multiflora rose,N,1,,
204,Honeysuckle,N,0,,
204,Privet,N,0,,
204,Spicebush,N,1,,
204,Rubus,N,1,,
204,Mapleleaf viburnum,N,0,,
204,Buckthorn,S,1,,
204,Multiflora rose,S,1,,
204,Honeysuckle,S,0,,
204,Privet,S,0,,
204,Spicebush,S,0,,
204,Rubus,S,1,,
204,Mapleleaf viburnum,S,0,,
186,Buckthorn,N,1,,
186,Multiflora rose,N,4,,
186,Honeysuckle,N,0,,
186,Privet,N,0,,
186,Spicebush,N,0,,
186,Rubus,N,1,,
186,Mapleleaf viburnum,N,1,,
186,Buckthorn,S,1,,
186,Multiflora rose,S,2,,
186,Honeysuckle,S,1,,
186,Privet,S,0,,
186,Spicebush,S,0,,
186,Rubus,S,1,,
186,Mapleleaf viburnum,S,1,,
250,Buckthorn,N,1,,
250,Multiflora rose,N,1,,
250,Honeysuckle,N,1,,
250,Privet,N,0,,
250,Spicebush,N,0,,
250,Rubus,N,0,,
250,Mapleleaf viburnum,N,0,,
250,Buckthorn,S,1,,
250,Multiflora rose,S,1,,
250,Honeysuckle,S,1,,
250,Privet,S,1,,
250,Spicebush,S,0,,
250,Rubus,S,0,,
250,Mapleleaf viburnum,S,0,,
317,Buckthorn,N,1,,
317,Multiflora rose,N,1,,
317,Honeysuckle,N,0,,
317,Privet,N,0,,
317,Spicebush,N,0,,
317,Rubus,N,1,,
317,Mapleleaf viburnum,N,1,,
317,Buckthorn,S,0,,
317,Multiflora rose,S,3,,
317,Honeysuckle,S,0,,
317,Privet,S,0,,
317,Spicebush,S,0,,
317,Rubus,S,1,,
317,Mapleleaf viburnum,S,0,,
211,Buckthorn,N,1,,
211,Multiflora rose,N,1,,
211,Honeysuckle,N,0,,
211,Privet,N,0,,
211,Spicebush,N,0,,
211,Rubus,N,0,,
211,Mapleleaf viburnum,N,0,,
211,Buckthorn,S,1,,
211,Multiflora rose,S,1,,
211,Honeysuckle,S,0,,
211,Privet,S,0,,
211,Spicebush,S,0,,
211,Rubus,S,1,,
211,Mapleleaf viburnum,S,0,,
311,Buckthorn,N,0,,
311,Multiflora rose,N,2,,
311,Honeysuckle,N,0,,
311,Privet,N,0,,
311,Spicebush,N,0,,
311,Rubus,N,0,,
311,Mapleleaf viburnum,N,1,,
311,Buckthorn,S,1,,
311,Multiflora rose,S,2,,
311,Honeysuckle,S,1,,
311,Privet,S,0,,
311,Spicebush,S,0,,
311,Rubus,S,1,,
311,Mapleleaf viburnum,S,0,,
203,Buckthorn,N,0,,
203,Multiflora rose,N,4,,
203,Honeysuckle,N,0,,
203,Privet,N,0,,
203,Spicebush,N,1,,
203,Rubus,N,0,,
203,Mapleleaf viburnum,N,0,,
203,Buckthorn,S,1,,
203,Multiflora rose,S,3,,
203,Honeysuckle,S,0,,
203,Privet,S,0,,
203,Spicebush,S,0,,
203,Rubus,S,1,,
203,Mapleleaf viburnum,S,0,,
388,Buckthorn,N,1,,
388,Multiflora rose,N,2,,
388,Honeysuckle,N,0,,
388,Privet,N,0,,
388,Spicebush,N,0,,
388,Rubus,N,1,,
388,Mapleleaf viburnum,N,0,,
388,Buckthorn,S,1,,
388,Multiflora rose,S,1,,
388,Honeysuckle,S,0,,
388,Privet,S,0,,
388,Spicebush,S,0,,
388,Rubus,S,1,,
388,Mapleleaf viburnum,S,0,,
193,Buckthorn,N,2,,
193,Multiflora rose,N,1,,
193,Honeysuckle,N,0,,
193,Privet,N,0,,
193,Spicebush,N,0,,
193,Rubus,N,0,,
193,Mapleleaf viburnum,N,0,,
193,Buckthorn,S,1,,
193,Multiflora rose,S,1,,
193,Honeysuckle,S,1,,
193,Privet,S,0,,
193,Spicebush,S,0,,
193,Rubus,S,1,,
193,Mapleleaf viburnum,S,0,,
145,Buckthorn,N,1,,
145,Multiflora rose,N,0,,
145,Honeysuckle,N,1,,
145,Privet,N,0,,
145,Spicebush,N,0,,
145,Rubus,N,0,,
145,Mapleleaf viburnum,N,0,,
145,Buckthorn,S,1,,
145,Multiflora rose,S,0,,
145,Honeysuckle,S,0,,
145,Privet,S,0,,
145,Spicebush,S,1,,
145,Rubus,S,0,,
145,Mapleleaf viburnum,S,0,,
172,Buckthorn,N,2,,
172,Multiflora rose,N,1,,
172,Honeysuckle,N,0,,
172,Privet,N,0,,
172,Spicebush,N,0,,
172,Rubus,N,1,,
172,Mapleleaf viburnum,N,0,,
172,Buckthorn,S,2,,
172,Multiflora rose,S,1,,
172,Honeysuckle,S,0,,
172,Privet,S,0,,
172,Spicebush,S,0,,
172,Rubus,S,0,,
172,Mapleleaf viburnum,S,0,,
194,Buckthorn,N,1,,
194,Multiflora rose,N,1,,
194,Honeysuckle,N,0,,
194,Privet,N,1,,
194,Spicebush,N,0,,
194,Rubus,N,1,,
194,Mapleleaf viburnum,N,0,,
194,Buckthorn,S,1,,
194,Multiflora rose,S,0,,
194,Honeysuckle,S,0,,
194,Privet,S,0,,
194,Spicebush,S,0,,
194,Rubus,S,0,,
194,Mapleleaf viburnum,S,0,,
914,Buckthorn,N,1,,
914,Multiflora rose,N,1,,
914,Honeysuckle,N,0,,
914,Privet,N,0,,
914,Spicebush,N,1,,
914,Rubus,N,1,,
914,Mapleleaf viburnum,N,0,,
914,Buckthorn,S,1,,
914,Multiflora rose,S,1,,
914,Honeysuckle,S,0,,
914,Privet,S,1,,
914,Spicebush,S,0,,
914,Rubus,S,1,,
914,Mapleleaf viburnum,S,0,,
314,Buckthorn,N,1,,
314,Multiflora rose,N,0,,
314,Honeysuckle,N,1,,
314,Privet,N,0,,
314,Spicebush,N,0,,
314,Rubus,N,0,,
314,Mapleleaf viburnum,N,0,,
314,Buckthorn,S,1,,
314,Multiflora rose,S,1,,
314,Honeysuckle,S,1,,
314,Privet,S,0,,
314,Spicebush,S,0,,
314,Rubus,S,0,,
314,Mapleleaf viburnum,S,0,,
182,Buckthorn,N,1,,
182,Multiflora rose,N,2,,
182,Honeysuckle,N,0,,
182,Privet,N,0,,
182,Spicebush,N,0,,
182,Rubus,N,1,,
182,Mapleleaf viburnum,N,0,,
182,Buckthorn,S,1,,
182,Multiflora rose,S,1,,
182,Honeysuckle,S,1,,
182,Privet,S,0,,
182,Spicebush,S,0,,
182,Rubus,S,0,,
182,Mapleleaf viburnum,S,0,,
204,Buckthorn,N,0,,
204,Multiflora rose,N,4,,
204,Honeysuckle,N,0,,
204,Privet,N,0,,
204,Spicebush,N,1,,
204,Rubus,N,0,,
204,Mapleleaf viburnum,N,0,,
204,Buckthorn,S,1,,
204,Multiflora rose,S,3,,
204,Honeysuckle,S,0,,
204,Privet,S,0,,
204,Spicebush,S,0,,
204,Rubus,S,1,,
204,Mapleleaf viburnum,S,0,,
181,Buckthorn,N,1,,
181,Multiflora rose,N,2,,
181,Honeysuckle,N,0,,
181,Privet,N,0,,
181,Spicebush,N,0,,
181,Rubus,N,0,,
181,Mapleleaf viburnum,N,0,,
181,Buckthorn,S,1,,
181,Multiflora rose,S,2,,
181,Honeysuckle,S,0,,
181,Privet,S,0,,
181,Spicebush,S,0,,
181,Rubus,S,0,,
181,Mapleleaf viburnum,S,0,,
210,Buckthorn,N,1,,
210,Multiflora rose,N,1,,
210,Honeysuckle,N,0,,
210,Privet,N,0,,
210,Spicebush,N,0,,
210,Rubus,N,1,,
210,Mapleleaf viburnum,N,0,,
210,Buckthorn,S,0,,
210,Multiflora rose,S,1,,
210,Honeysuckle,S,1,,
210,Privet,S,0,,
210,Spicebush,S,1,,
210,Rubus,S,1,,
210,Mapleleaf viburnum,S,0,,
319,Buckthorn,N,1,,
319,Multiflora rose,N,2,,
319,Honeysuckle,N,1,,
319,Privet,N,0,,
319,Spicebush,N,0,,
319,Rubus,N,1,,
319,Mapleleaf viburnum,N,0,,
319,Buckthorn,S,2,,
319,Multiflora rose,S,1,,
319,Honeysuckle,S,0,,
319,Privet,S,0,,
319,Spicebush,S,0,,
319,Rubus,S,1,,
319,Mapleleaf viburnum,S,0,,
315,Buckthorn,N,1,,
315,Multiflora rose,N,1,,
315,Honeysuckle,N,0,,
315,Privet,N,0,,
315,Spicebush,N,0,,
315,Rubus,N,0,,
315,Mapleleaf viburnum,N,0,,
315,Buckthorn,S,1,,
315,Multiflora rose,S,0,,
315,Honeysuckle,S,1,,
315,Privet,S,0,,
315,Spicebush,S,0,,
315,Rubus,S,0,,
315,Mapleleaf viburnum,S,0,,
930,Buckthorn,N,1,,
930,Multiflora rose,N,1,,
930,Honeysuckle,N,0,,
930,Privet,N,0,,
930,Spicebush,N,1,,
930,Rubus,N,1,,
930,Mapleleaf viburnum,N,0,,
930,Buckthorn,S,1,,
930,Multiflora rose,S,2,,
930,Honeysuckle,S,1,,
930,Privet,S,0,,
930,Spicebush,S,1,,
930,Rubus,S,1,,
930,Mapleleaf viburnum,S,1,,
387,Buckthorn,N,1,,
387,Multiflora rose,N,4,,
387,Honeysuckle,N,1,,
387,Privet,N,1,,
387,Spicebush,N,0,,
387,Rubus,N,1,,
387,Mapleleaf viburnum,N,0,,
387,Buckthorn,S,1,,
387,Multiflora rose,S,2,,
387,Honeysuckle,S,1,,
387,Privet,S,1,,
387,Spicebush,S,0,,
387,Rubus,S,1,,
387,Mapleleaf viburnum,S,1,,
313,Buckthorn,N,1,,
313,Multiflora rose,N,2,,
313,Honeysuckle,N,1,,
313,Privet,N,0,,
313,Spicebush,N,0,,
313,Rubus,N,1,,
313,Mapleleaf viburnum,N,0,,
313,Buckthorn,S,1,,
313,Multiflora rose,S,1,,
313,Honeysuckle,S,1,,
313,Privet,S,0,,
313,Spicebush,S,0,,
313,Rubus,S,1,,
313,Mapleleaf viburnum,S,0,,
149,Buckthorn,N,1,,
149,Multiflora rose,N,4,,
149,Honeysuckle,N,1,,
149,Privet,N,0,,
149,Spicebush,N,1,,
149,Rubus,N,0,,
149,Mapleleaf viburnum,N,0,,
149,Buckthorn,S,1,,
149,Multiflora rose,S,4,,
149,Honeysuckle,S,0,,
149,Privet,S,0,,
149,Spicebush,S,0,,
149,Rubus,S,0,,
149,Mapleleaf viburnum,S,0,,
320,Buckthorn,N,1,,
320,Multiflora rose,N,1,,
320,Honeysuckle,N,1,,
320,Privet,N,1,,
320,Spicebush,N,0,,
320,Rubus,N,1,,
320,Mapleleaf viburnum,N,0,,
320,Buckthorn,S,1,,
320,Multiflora rose,S,1,,
320,Honeysuckle,S,1,,
320,Privet,S,1,,
320,Spicebush,S,0,,
320,Rubus,S,1,,
320,Mapleleaf viburnum,S,0,,
146,Buckthorn,N,1,,
146,Multiflora rose,N,3,,
146,Honeysuckle,N,1,,
146,Privet,N,0,,
146,Spicebush,N,0,,
146,Rubus,N,1,,
146,Mapleleaf viburnum,N,0,,
146,Buckthorn,S,1,,
146,Multiflora rose,S,2,,
146,Honeysuckle,S,0,,
146,Privet,S,0,,
146,Spicebush,S,1,,
146,Rubus,S,1,,
146,Mapleleaf viburnum,S,0,,
344,Buckthorn,N,1,,
344,Multiflora rose,N,0,,
344,Honeysuckle,N,0,,
344,Privet,N,0,,
344,Spicebush,N,0,,
344,Rubus,N,0,,
344,Mapleleaf viburnum,N,0,,
344,Buckthorn,S,1,,
344,Multiflora rose,S,0,,
344,Honeysuckle,S,0,,
344,Privet,S,0,,
344,Spicebush,S,0,,
344,Rubus,S,0,,
344,Mapleleaf viburnum,S,0,,
55,Buckthorn,N,0,,
55,Multiflora rose,N,1,,
55,Honeysuckle,N,0,,
55,Privet,N,0,,
55,Spicebush,N,1,,
55,Rubus,N,1,,
55,Mapleleaf viburnum,N,0,,
55,Buckthorn,S,0,,
55,Multiflora rose,S,4,,
55,Honeysuckle,S,0,,
55,Privet,S,0,,
55,Spicebush,S,1,,
55,Rubus,S,1,,
55,Mapleleaf viburnum,S,0,,
386,Buckthorn,N,1,,
386,Multiflora rose,N,1,,
386,Honeysuckle,N,0,,
386,Privet,N,0,,
386,Spicebush,N,0,,
386,Rubus,N,0,,
386,Mapleleaf viburnum,N,0,,
386,Buckthorn,S,1,,
386,Multiflora rose,S,0,,
386,Honeysuckle,S,0,,
386,Privet,S,0,,
386,Spicebush,S,0,,
386,Rubus,S,0,,
386,Mapleleaf viburnum,S,0,,
248,Buckthorn,N,0,,
248,Multiflora rose,N,3,,
248,Honeysuckle,N,1,,
248,Privet,N,0,,
248,Spicebush,N,1,,
248,Rubus,N,0,,
248,Mapleleaf viburnum,N,0,,
248,Buckthorn,S,1,,
248,Multiflora rose,S,3,,
248,Honeysuckle,S,0,,
248,Privet,S,0,,
248,Spicebush,S,1,,
248,Rubus,S,1,,
248,Mapleleaf viburnum,S,0,,
177,Buckthorn,N,1,,
177,Multiflora rose,N,0,,
177,Honeysuckle,N,0,,
177,Privet,N,0,,
177,Spicebush,N,0,,
177,Rubus,N,0,,
177,Mapleleaf viburnum,N,0,,
177,Buckthorn,S,1,,
177,Multiflora rose,S,1,,
177,Honeysuckle,S,0,,
177,Privet,S,0,,
177,Spicebush,S,0,,
177,Rubus,S,0,,
177,Mapleleaf viburnum,S,0,,
316,Buckthorn,N,1,,
316,Multiflora rose,N,1,,
316,Honeysuckle,N,0,,
316,Privet,N,0,,
316,Spicebush,N,0,,
316,Rubus,N,0,,
316,Mapleleaf viburnum,N,0,,
316,Buckthorn,S,1,,
316,Multiflora rose,S,1,,
316,Honeysuckle,S,0,,
316,Privet,S,1,,
316,Spicebush,S,0,,
316,Rubus,S,0,,
316,Mapleleaf viburnum,S,0,,
147,Buckthorn,N,1,,
147,Multiflora rose,N,1,,
147,Honeysuckle,N,1,,
147,Privet,N,0,,
147,Spicebush,N,2,,
147,Rubus,N,1,,
147,Mapleleaf viburnum,N,0,,
147,Buckthorn,S,1,,
147,Multiflora rose,S,2,,
147,Honeysuckle,S,1,,
147,Privet,S,0,,
147,Spicebush,S,1,,
147,Rubus,S,1,,
147,Mapleleaf viburnum,S,0,,
93,Buckthorn,N,0,,
93,Multiflora rose,N,2,,
93,Honeysuckle,N,0,,
93,Privet,N,0,,
93,Spicebush,N,0,,
93,Rubus,N,1,,
93,Mapleleaf viburnum,N,1,,
93,Buckthorn,S,1,,
93,Multiflora rose,S,2,,
93,Honeysuckle,S,0,,
93,Privet,S,0,,
93,Spicebush,S,0,,
93,Rubus,S,0,,
93,Mapleleaf viburnum,S,0,,
241,Buckthorn,N,1,,
241,Multiflora rose,N,3,,
241,Honeysuckle,N,0,,
241,Privet,N,0,,
241,Spicebush,N,0,,
241,Rubus,N,1,,
241,Mapleleaf viburnum,N,0,,
241,Buckthorn,S,1,,
241,Multiflora rose,S,1,,
241,Honeysuckle,S,0,,
241,Privet,S,0,,
241,Spicebush,S,0,,
241,Rubus,S,0,,
241,Mapleleaf viburnum,S,0,,
900,Buckthorn,N,1,,
900,Multiflora rose,N,0,,
900,Honeysuckle,N,0,,
900,Privet,N,0,,
900,Spicebush,N,0,,
900,Rubus,N,1,,
900,Mapleleaf viburnum,N,1,,
900,Buckthorn,S,1,,
900,Multiflora rose,S,3,,
900,Honeysuckle,S,0,,
900,Privet,S,0,,
900,Spicebush,S,0,,
900,Rubus,S,0,,
900,Mapleleaf viburnum,S,0,,
153,Buckthorn,N,1,,
153,Multiflora rose,N,2,,
153,Honeysuckle,N,0,,
153,Privet,N,0,,
153,Spicebush,N,1,,
153,Rubus,N,0,,
153,Mapleleaf viburnum,N,0,,
153,Buckthorn,S,1,,
153,Multiflora rose,S,3,,
153,Honeysuckle,S,0,,
153,Privet,S,0,,
153,Spicebush,S,1,,
153,Rubus,S,1,,
153,Mapleleaf viburnum,S,0,,
148,Buckthorn,N,0,,
148,Multiflora rose,N,3,,
148,Honeysuckle,N,1,,
148,Privet,N,0,,
148,Spicebush,N,1,,
148,Rubus,N,1,,
148,Mapleleaf viburnum,N,0,,
148,Buckthorn,S,0,,
148,Multiflora rose,S,4,,
148,Honeysuckle,S,1,,
148,Privet,S,0,,
148,Spicebush,S,1,,
148,Rubus,S,0,,
148,Mapleleaf viburnum,S,0,,
88,Buckthorn,N,1,,
88,Multiflora rose,N,3,,
88,Honeysuckle,N,0,,
88,Privet,N,0,,
88,Spicebush,N,0,,
88,Rubus,N,0,,
88,Mapleleaf viburnum,N,0,,
88,Buckthorn,S,1,,
88,Multiflora rose,S,4,,
88,Honeysuckle,S,0,,
88,Privet,S,0,,
88,Spicebush,S,0,,
88,Rubus,S,0,,
88,Mapleleaf viburnum,S,0,,
92,Buckthorn,N,1,,
92,Multiflora rose,N,3,,
92,Honeysuckle,N,0,,
92,Privet,N,0,,
92,Spicebush,N,0,,
92,Rubus,N,1,,
92,Mapleleaf viburnum,N,0,,
92,Buckthorn,S,1,,
92,Multiflora rose,S,3,,
92,Honeysuckle,S,0,,
92,Privet,S,0,,
92,Spicebush,S,0,,
92,Rubus,S,1,,
92,Mapleleaf viburnum,S,0,,
925,Buckthorn,N,0,,
925,Multiflora rose,N,3,,
925,Honeysuckle,N,0,,
925,Privet,N,0,,
925,Spicebush,N,1,,
925,Rubus,N,1,,
925,Mapleleaf viburnum,N,0,,
925,Buckthorn,S,1,,
925,Multiflora rose,S,0,,
925,Honeysuckle,S,0,,
925,Privet,S,0,,
925,Spicebush,S,1,,
925,Rubus,S,1,,
925,Mapleleaf viburnum,S,0,,
913,Buckthorn,N,0,,
913,Multiflora rose,N,2,,
913,Honeysuckle,N,1,,
913,Privet,N,0,,
913,Spicebush,N,0,,
913,Rubus,N,1,,
913,Mapleleaf viburnum,N,1,,
913,Buckthorn,S,1,,
913,Multiflora rose,S,1,,
913,Honeysuckle,S,0,,
913,Privet,S,0,,
913,Spicebush,S,1,,
913,Rubus,S,0,,
913,Mapleleaf viburnum,S,0,,
235,Buckthorn,N,1,,
235,Multiflora rose,N,0,,
235,Honeysuckle,N,3,,
235,Privet,N,0,,
235,Spicebush,N,0,,
235,Rubus,N,1,,
235,Mapleleaf viburnum,N,0,,
235,Buckthorn,S,1,,
235,Multiflora rose,S,3,,
235,Honeysuckle,S,0,,
235,Privet,S,0,,
235,Spicebush,S,0,,
235,Rubus,S,0,,
235,Mapleleaf viburnum,S,0,,
150,Buckthorn,N,0,,
150,Multiflora rose,N,1,,
150,Honeysuckle,N,0,,
150,Privet,N,0,,
150,Spicebush,N,1,,
150,Rubus,N,0,,
150,Mapleleaf viburnum,N,0,,
150,Buckthorn,S,0,,
150,Multiflora rose,S,0,,
150,Honeysuckle,S,0,,
150,Privet,S,0,,
150,Spicebush,S,1,,
150,Rubus,S,1,,
150,Mapleleaf viburnum,S,1,,
87,Buckthorn,N,1,,
87,Multiflora rose,N,0,,
87,Honeysuckle,N,0,,
87,Privet,N,0,,
87,Spicebush,N,0,,
87,Rubus,N,0,,
87,Mapleleaf viburnum,N,2,,
87,Buckthorn,S,1,,
87,Multiflora rose,S,0,,
87,Honeysuckle,S,0,,
87,Privet,S,0,,
87,Spicebush,S,0,,
87,Rubus,S,0,,
87,Mapleleaf viburnum,S,0,,
859,Buckthorn,N,1,,
859,Multiflora rose,N,0,,
859,Honeysuckle,N,0,,
859,Privet,N,0,,
859,Spicebush,N,0,,
859,Rubus,N,0,,
859,Mapleleaf viburnum,N,0,,
859,Buckthorn,S,2,,
859,Multiflora rose,S,0,,
859,Honeysuckle,S,0,,
859,Privet,S,0,,
859,Spicebush,S,0,,
859,Rubus,S,0,,
859,Mapleleaf viburnum,S,0,,
44,Buckthorn,N,1,,
44,Multiflora rose,N,0,,
44,Honeysuckle,N,1,,
44,Privet,N,0,,
44,Spicebush,N,0,,
44,Rubus,N,0,,
44,Mapleleaf viburnum,N,1,,
44,Buckthorn,S,0,,
44,Multiflora rose,S,1,,
44,Honeysuckle,S,0,,
44,Privet,S,0,,
44,Spicebush,S,1,,
44,Rubus,S,0,,
44,Mapleleaf viburnum,S,0,,
80,Buckthorn,N,1,,
80,Multiflora rose,N,0,,
80,Honeysuckle,N,0,,
