,Tree,Species,Plot_ID,Treatment,Treatment_2019,TreatmentYear,Block,Size,Notes,Valid,DBH2018,DBH2019,SmallTreeDBH2018,SmallTreeHeight2018,Smalltree2018measurementnotes,BandPresent2018,BandPresent2019,HerbSurveys2018,HerbSurveys2019,EphemeralSurveys2019,SeedlingPlots2018,SeedlingPlots2019,FourmSurveys2018,TenmSurveys2018,VisualCover2018,VisualCover2019,Greaterthan20_2019,MeanPercentopenness2018,MeanPercentopenness2019,PhotoObstruction,HemiDifference,meanVWC2019,meanVWC2019_corrected,meanPER2019,VWC_ref,PER_ref
102,195,tulip poplar,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,23.4,23.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,27.3825,34.89,Yes,7.5075,14.95,17.00723221,1.353,27.575,1.546
103,196,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,16.5,16.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.3175,35.42,No,15.1025,13.95,15.86962471,1.33675,27.575,1.546
104,197,sugar maple,IC-18-N,IC,IC,2018,North,Large,,Yes,11.45,11.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.78,28.68,No,9.9,16.9,18.51204066,1.382,28.925,1.5675
105,198,tulip poplar,IC-18-N,IC,IC,2018,North,Large,,Yes,33.43,33.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.7025,27.5875,No,4.885,17.65,19.33358092,1.39475,28.925,1.5675
106,199,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,21.6,12.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.1625,37.08,Yes,16.9175,16.3,19.88115715,1.37375,24.95,1.5055
107,2,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,14.4,14.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.37,No,NA,27.375,27.375,1.542,31.975,1.61625
108,20,tulip poplar,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,34,33.9,NA,NA,NA,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,NA,22.975,Yes,NA,16.975,18.56765051,1.383,28.975,1.57225
109,200,sugar maple,C-19-N,Control,Control,2019,North,Large,,Yes,10.9,11.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,14.57,23.1825,Yes,8.6125,13.375,16.01026193,1.32825,25.675,1.51725
110,201,red maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,31.1,31.2,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.9925,Yes,NA,22.775,24.91182565,1.472,28.975,1.57225
111,202,tulip poplar,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,25.9,26.5,NA,NA,NA,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,NA,32.9275,Yes,NA,18.725,20.48184128,1.411,28.975,1.57225
112,203,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,4.75,5.65,two measures,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,42.4525,No,NA,19.45,21.18362001,1.4215,29.125,1.572
113,204,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,3.6,4.95,two measures,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25.7075,30.5225,Yes,4.815,25.7,35.10390931,1.524,20.275,1.4355
114,205,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,6.2,6.71,two measures,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.11,Yes,NA,16.9,23.08389367,1.38325,20.275,1.4355
115,206,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,4.4,4.67,two measures,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,42.6625,Yes,NA,24.65,26.84710712,1.5005,29.125,1.572
116,207,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,5.8,9.047,two measures,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.1975,Yes,NA,18.65,20.39980454,1.41,28.975,1.57225
117,208,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,6.05,7.2,two measures,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,43.765,Yes,NA,20.225,22.02769742,1.4335,29.125,1.572
118,209,sugar maple,IC+TSI-19-S,IC+TSI,Control,2019,South,small,,Yes,NA,NA,3.5,5.94,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.0275,Yes,NA,21.1,23.07967162,1.44825,28.975,1.57225
119,21,red maple,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,10.55,10.7,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.1775,Yes,NA,21.825,23.87269351,1.46025,28.975,1.57225
120,210,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,7.9,9.37,two measures,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.55,No,NA,14.85,20.28377639,1.3505,20.275,1.4355
121,211,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,5.55,8.69,two measures,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,41.655,Yes,NA,12.7,17.34706802,1.3175,20.275,1.4355
122,212,elm,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,5.9,5.96,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.1175,Yes,NA,16.35,17.88401095,1.37575,28.975,1.57225
123,213,elm,IC+TSI-19-S,IC+TSI,Control,2019,South,small,,Yes,NA,NA,4.8,6.42,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.03,Yes,NA,28.2,30.84581705,1.5615,28.975,1.57225
124,214,red maple,IC-19-S,IC,Control,2019,South,small,Target Tree fallen down,No,NA,NA,3.8,4.99,two measures,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA
125,215,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,2.6,4.01,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.4825,No,NA,22.775,24.91182565,1.4685,28.975,1.57225
126,216,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,5.7,9.91,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.63,Yes,NA,34.45,34.45,1.6595,31.975,1.61625
127,217,elm,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,4.6,7.27,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,40.81,Yes,NA,19.975,21.84912041,1.4295,28.975,1.57225
128,218,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,4.7,7.72,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.1325,No,NA,20.525,20.525,1.438,31.975,1.61625
129,219,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,4.2,5.91,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.83,No,NA,29.175,29.175,1.5755,31.975,1.61625
130,22,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,34.5,,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,33.54,Yes,NA,14.05,20.0039484,1.34025,18.425,1.4065
131,220,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,3.8,5.41,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.58,Yes,NA,27.825,27.825,1.554,31.975,1.61625
132,221,elm,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,9.5,7.46,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.0175,Yes,NA,18.8,18.8,1.4115,31.975,1.61625
133,222,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,2.3,5.23,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.4975,Yes,NA,23.175,23.175,1.47775,31.975,1.61625
134,223,elm,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,Not in plot,No,NA,NA,5.3,6.61,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,37.66,No,NA,18.9,18.9,1.41325,31.975,1.61625
135,224,elm,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,8.5,10.7,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.425,Yes,NA,20.95,20.95,1.44425,31.975,1.61625
136,225,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,4.5,7.16,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.22,Yes,NA,26.8,26.8,1.5335,31.975,1.61625
137,226,tulip poplar,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,small,,Yes,NA,NA,8,9.81,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,36.5625,No,NA,23.4,23.4,1.4815,31.975,1.61625
138,227,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,1.8,3.03,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,35.92,No,NA,23.025,23.025,1.476,31.975,1.61625
139,228,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,5.9,9.41,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.14,Yes,NA,25.6,26.60078186,1.51475,30.725,1.5965
140,229,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,4,5.82,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.015,Yes,NA,21.4,21.83502737,1.45125,31.325,1.60625
141,23,sugar maple,IC+TSI-18-S,IC+TSI,IC+TSI,2018,South,Large,,Yes,13.4,12.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,40.535,Yes,NA,26.4,26.4,1.52775,31.975,1.61625
142,230,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,4.9,8.32,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.505,Yes,NA,25.55,25.55,1.51525,31.975,1.61625
143,231,red maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,4,5.17,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.255,No,NA,21.675,22.11561767,1.4555,31.325,1.60625
144,232,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,5.2,7.88,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.23,Yes,NA,23.3,23.3,1.48075,31.975,1.61625
145,233,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,6.4,10.66,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,25.4225,No,NA,20.275,20.68715794,1.4335,31.325,1.60625
146,234,red maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,4.75,8.7,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.245,Yes,NA,17.425,17.77922205,1.3905,31.325,1.60625
147,235,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,5.5,9.68,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,20.7675,Yes,NA,23.7,24.62650508,1.4865,30.725,1.5965
148,236,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,3.75,6.84,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,28.625,Yes,NA,22.525,22.9828968,1.4685,31.325,1.60625
149,237,elm,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,4.8,5.9,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.0925,No,NA,18.6,20.3741986,1.409,28.925,1.5675
150,238,elm,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,3.4,5.51,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.135,Yes,NA,24.475,24.97253714,1.49775,31.325,1.60625
151,239,red maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,7.65,10.66,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,36.44,No,NA,22.2,22.65129007,1.46375,31.325,1.60625
152,24,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,17.7,,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.5725,Yes,NA,31.925,34.7705434,1.616,29.125,1.572
153,240,elm,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,5.4,6.63,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,40.9275,Yes,NA,22.65,23.53545739,1.4705,30.725,1.5965
154,241,red maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,4.85,7.48,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.9575,Yes,NA,23.05,23.9510946,1.476,30.725,1.5965
155,242,elm,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,4.55,6.2,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.3825,Yes,NA,19.525,19.92191165,1.42325,31.325,1.60625
156,243,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,2.8,4.78,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,24.85,Yes,NA,22.375,23.2497068,1.46575,30.725,1.5965
157,244,elm,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,4.9,6.29,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,30.9925,Yes,NA,25,25.97732604,1.506,30.725,1.5965
158,245,sugar maple,IC-18-M,IC,IC,2018,Middle,small,,Yes,NA,NA,4.7,7.855,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,32.6775,Yes,NA,26.7,27.74378421,1.532,30.725,1.5965
159,246,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,3.9,6.57,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,41.32,Yes,NA,23.2,24.10695857,1.47875,30.725,1.5965
160,247,sugar maple,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,2.5,5.125,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.58,Yes,NA,22.125,22.57476544,1.46175,31.325,1.60625
161,248,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,6.8,12.26,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,24.805,30.38,Yes,5.575,19.025,25.98645426,1.42125,20.275,1.4355
162,249,elm,IC-19-M,IC,Control,2019,Middle,small,,Yes,NA,NA,3.7,4.78,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.1025,Yes,NA,25.2,25.71227521,1.5095,31.325,1.60625
163,25,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,23.1,24.5,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.6675,29.9575,Yes,7.29,34.225,46.74829945,1.65575,20.275,1.4355
164,250,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,4.7,8.21,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,44.2275,Yes,NA,9.75,13.31763096,1.26975,20.275,1.4355
165,251,red maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,4.4,7.13,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,23.4325,Yes,NA,32,35.05238468,1.616,28.925,1.5675
166,252,tulip poplar,IC-19-N,IC,Control,2019,North,Large,,Yes,32.2,33.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,32.47,44.72,Yes,12.25,18.15,21.72607506,1.402,25.675,1.51725
167,253,red maple,IC-19-N,IC,Control,2019,North,Large,,Yes,15.55,15.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31.7675,38.9725,Yes,7.205,24.725,29.59654027,1.503,25.675,1.51725
168,254,tulip poplar,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,30.7,30.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31.415,36.7425,Yes,5.3275,11.725,14.30101642,1.30225,24.95,1.5055
169,255,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,19.7,19.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,33.2875,32.685,No,-0.6025,12.15,14.81939015,1.30875,24.95,1.5055
170,256,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,14.4,14.4,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,17.9375,27.0325,Yes,9.095,13.05,14.84577795,1.32325,27.575,1.546
171,257,tulip poplar,IC-18-N,IC,IC,2018,North,Large,,Yes,19.35,19.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.9425,37.9875,Yes,19.045,12.9,14.67513683,1.32075,27.575,1.546
172,258,sugar maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,12.1,12.15,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,21.3,32.1575,Yes,10.8575,10.375,12.65441751,1.2795,24.95,1.5055
173,259,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,11.73,11.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25.7575,33.925,No,8.1675,29.075,31.84837764,1.57525,28.925,1.5675
174,26,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,12.3,13.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.195,Yes,NA,13.7,19.5056294,1.3335,18.425,1.4065
175,260,red maple,C-19-N,Control,Control,2019,North,Large,,Yes,12.7,13.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,13.72,22.355,Yes,8.635,18.675,22.35451525,1.41,25.675,1.51725
176,261,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,Tree Girdled,No,31.5,31.8,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,19.0225,21.89,Yes,2.8675,NA,NA,NA,27.575,1.546
177,262,tulip poplar,C-18-N,Control,Control,2018,North,Large,,Yes,35.4,35.5,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,16.4725,31.165,Yes,14.6925,9.25,11.28225176,1.2615,24.95,1.5055
178,263,red maple,C-18-N,Control,Control,2018,North,Large,,Yes,10.7,10.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,13.755,22.31,Yes,8.555,11,13.16731821,1.29025,25.675,1.51725
179,264,tulip poplar,C-18-N,Control,Control,2018,North,Large,,Yes,21.5,21.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.805,24.0425,No,3.2375,10.15,12.37998436,1.27625,24.95,1.5055
180,265,sugar maple,C-18-N,Control,Control,2018,North,Large,,Yes,11.9,11.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.29,29.3125,Yes,11.0225,11.55,14.08756841,1.2965,24.95,1.5055
181,266,red maple,C-18-N,Control,Control,2018,North,Large,,Yes,15.3,15.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16.7875,24.62,No,7.8325,6.575,8.01954652,1.215,24.95,1.5055
182,267,tulip poplar,,NA,NA,NA,NA,Large,Not in plot,No,16.2,SKIP IN 2019,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,18.03,NA,No,NA,11.8,14.39249414,1.30375,24.95,1.5055
183,268,sugar maple,,NA,NA,NA,NA,Large,Not in plot,No,16.5,SKIP IN 2019,NA,NA,NA,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,15.475,NA,No,NA,NA,NA,NA,24.95,1.5055
184,269,tulip poplar,C-19-N,Control,Control,2019,North,Large,,Yes,20.9,20.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16.5075,25.105,Yes,8.5975,13.8,16.51899922,1.33475,25.675,1.51725
185,27,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,29.2,29.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,24.8725,28.32,Yes,3.4475,15.375,21.89044175,1.36,18.425,1.4065
186,270,sugar maple,C-19-N,Control,Control,2019,North,Large,,Yes,11.8,11.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,19.38,22.91,Yes,3.53,10.725,12.83813526,1.2855,25.675,1.51725
187,271,sugar maple,,NA,NA,NA,NA,Large,Not in plot,No,22.1,SKIP IN 2022,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,18.1175,NA,No,NA,7.15,8.720875683,1.226,24.95,1.5055
188,272,sugar maple,IC-19-N,IC,Control,2019,North,Large,,Yes,9.85,9.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,34.405,39.4825,Yes,5.0775,18.575,22.23481235,1.40825,25.675,1.51725
189,273,sugar maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,2.2,3.82,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.3975,Yes,NA,28.55,31.27329945,1.56125,28.925,1.5675
190,274,sugar maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,2.8,5.01,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.4025,No,NA,17.225,18.86804144,1.38825,28.925,1.5675
191,275,red maple,C-19-M,Control,Control,2019,Middle,small,,Yes,NA,NA,2.5,2.29,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,32.92,Yes,NA,21.55,23.60559031,1.45375,28.925,1.5675
192,276,red maple,C-19-M,Control,Control,2019,Middle,small,,Yes,NA,NA,3.8,5.81,,NA,NA,No,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,23.92,Yes,NA,23,25.19390149,1.476,28.925,1.5675
193,277,elm,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,9.8,9.88,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,31.5225,No,NA,31.95,34.99761533,1.63275,28.925,1.5675
194,278,sugar maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,4.2,7.89,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.6275,Yes,NA,20.85,21.27384676,1.44325,31.325,1.60625
195,279,sugar maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,3.9,6.06,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,33.0675,No,NA,8.325,9.119096951,1.24425,28.925,1.5675
196,28,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,44.3,44.6,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.9475,Yes,NA,12.4,17.65473026,1.31375,18.425,1.4065
197,280,red maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,4.3,7.81,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.525,Yes,NA,29.075,31.84837764,1.56875,28.925,1.5675
198,281,sugar maple,C-19-M,Control,Control,2019,Middle,small,,Yes,NA,NA,3.7,6.22,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.5075,Yes,NA,16.125,17.66311572,1.37125,28.925,1.5675
199,282,sugar maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,2.9,4.89,,NA,NA,No,No,No,No,No,No,No,Yes,No,No,NA,30.15,Yes,NA,17.65,19.33358092,1.394,28.925,1.5675
200,283,red maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,7.6,10.25,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.375,No,NA,23.925,26.20713448,1.493,28.925,1.5675
201,284,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,5.1,7.92,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,29.005,Yes,NA,16.625,18.21080923,1.379,28.925,1.5675
202,285,red maple,C-19-M,Control,Control,2019,Middle,small,,Yes,NA,NA,6.7,8.83,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.7,No,NA,20.225,22.1542025,1.43375,28.925,1.5675
203,286,sugar maple,C-19-M,Control,Control,2019,Middle,small,,Yes,NA,NA,1.9,3.32,,NA,NA,No,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,31.375,No,NA,22.225,24.34497654,1.46575,28.925,1.5675
204,287,sugar maple,C-18-M,Control,Control,2018,Middle,small,,Yes,NA,NA,3.8,5.67,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,25.9725,Yes,NA,16.075,17.60834637,1.37,28.925,1.5675
205,288,tulip poplar,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,NA,30,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.05,31.235,Yes,13.185,10.875,13.26426896,1.2885,24.95,1.5055
206,288,tulip poplar,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,NA,30,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.05,31.235,Yes,13.185,10.875,13.26426896,1.2885,24.95,1.5055
207,289,tulip poplar,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,NA,28.2,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,20.53,Yes,NA,13.375,16.01026193,1.32825,25.675,1.51725
208,29,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,27.8,28.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.51666667,Yes,NA,16.35,23.27861611,1.374,18.425,1.4065
